seq_name	length	topology	coordinates	n_genes	genetic_code	virus_score	fdr	n_hallmarks	marker_enrichment	taxonomy
NZ_CP057246	91854	No terminal repeats	NA	103	11	0.9582	NA	4	54.9241	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NC_017069	72893	No terminal repeats	NA	92	11	0.9581	NA	7	33.5574	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP066814|provirus_27918_111590	83673	Provirus	27918-111590	95	11	0.958	NA	15	49.1027	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP034684|provirus_326_49083	48758	Provirus	326-49083	67	11	0.958	NA	12	35.1579	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP115956|provirus_1032004_1078744	46741	Provirus	1032004-1078744	61	11	0.958	NA	20	54.9091	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_LN868944|provirus_528309_543638	15330	Provirus	528309-543638	22	11	0.9579	NA	7	15.9083	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP024609|provirus_285_50978	50694	Provirus	285-50978	35	11	0.9579	NA	5	33.8374	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP075356|provirus_86887_132230	45344	Provirus	86887-132230	56	11	0.9579	NA	14	40.1007	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_LN890526	47244	No terminal repeats	NA	70	11	0.9579	NA	17	59.2693	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP062827	117229	No terminal repeats	NA	127	11	0.9579	NA	4	53.657	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP102306	37965	No terminal repeats	NA	58	11	0.9578	NA	11	54.0255	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP047774	85777	No terminal repeats	NA	107	11	0.9578	NA	6	56.1991	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP093363	42663	No terminal repeats	NA	63	11	0.9578	NA	3	32.0278	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP046008|provirus_35575_114128	78554	Provirus	35575-114128	86	11	0.9578	NA	10	61.144	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_LN890657	40759	No terminal repeats	NA	59	11	0.9577	NA	6	22.1609	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP026938	99789	No terminal repeats	NA	103	11	0.9576	NA	4	47.7146	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP099909	97238	No terminal repeats	NA	98	11	0.9576	NA	5	50.6842	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP033632|provirus_110612_133204	22593	Provirus	110612-133204	40	11	0.9576	NA	0	18.9448	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP069714	93942	No terminal repeats	NA	97	11	0.9575	NA	4	46.5941	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP074035	90815	No terminal repeats	NA	88	11	0.9573	NA	4	43.8858	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP015341	39943	No terminal repeats	NA	54	11	0.9573	NA	11	49.0103	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP081845	38127	No terminal repeats	NA	62	11	0.9573	NA	6	36.8217	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP110465	75126	No terminal repeats	NA	76	11	0.9572	NA	6	57.0452	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Schitoviridae
NZ_CP053979|provirus_77576_266461	188886	Provirus	77576-266461	251	11	0.9572	NA	0	16.9086	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP061522|provirus_14926_110835	95910	Provirus	14926-110835	106	11	0.9572	NA	15	71.6783	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP033864|provirus_2_63633	63632	Provirus	2-63633	65	11	0.9572	NA	6	39.6192	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP013682	196981	No terminal repeats	NA	274	11	0.9572	NA	6	103.2021	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_AP022958	64134	No terminal repeats	NA	98	11	0.9571	NA	16	55.2169	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP013709|provirus_809_193250	192442	Provirus	809-193250	275	11	0.9571	NA	7	99.0976	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP050465|provirus_1104632_1139572	34941	Provirus	1104632-1139572	46	11	0.957	NA	12	50.589	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP014850	39023	No terminal repeats	NA	55	11	0.957	NA	13	43.7957	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP064204|provirus_13856_112155	98300	Provirus	13856-112155	109	11	0.957	NA	15	71.1532	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP039723|provirus_63299_252182	188884	Provirus	63299-252182	251	11	0.957	NA	0	16.9086	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP062816	117229	No terminal repeats	NA	128	11	0.957	NA	4	54.2497	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP058750	95942	No terminal repeats	NA	110	11	0.957	NA	5	58.7865	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP041960	98151	No terminal repeats	NA	109	11	0.957	NA	5	60.4812	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP106867	43589	No terminal repeats	NA	69	11	0.9569	NA	14	49.9186	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP053970|provirus_169363_350092	180730	Provirus	169363-350092	237	11	0.9568	NA	0	14.791	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP098182	52058	No terminal repeats	NA	74	11	0.9567	NA	17	61.734	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP032348|provirus_189286_234686	45401	Provirus	189286-234686	51	11	0.9567	NA	10	36.6525	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP090470|provirus_75961_128680	52720	Provirus	75961-128680	50	11	0.9567	NA	11	42.2626	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP022401	210144	No terminal repeats	NA	292	11	0.9567	NA	9	101.2498	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP038645|provirus_35369_116047	80679	Provirus	35369-116047	83	11	0.9567	NA	12	49.0722	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP099881	97175	No terminal repeats	NA	99	11	0.9567	NA	5	51.63	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP007729|provirus_127011_203348	76338	Provirus	127011-203348	92	11	0.9566	NA	9	47.9676	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP008829|provirus_127011_203348	76338	Provirus	127011-203348	92	11	0.9566	NA	9	47.9676	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP064259|provirus_1_129301	129301	Provirus	1-129301	133	11	0.9565	NA	15	84.0815	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP101242	80388	No terminal repeats	NA	87	11	0.9565	NA	5	39.8819	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP101248	80388	No terminal repeats	NA	87	11	0.9565	NA	5	39.8819	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP101260	80388	No terminal repeats	NA	87	11	0.9565	NA	5	39.8819	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP101254	80388	No terminal repeats	NA	87	11	0.9565	NA	5	39.8819	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP083453	36925	No terminal repeats	NA	50	11	0.9565	NA	12	37.2069	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP085404	62151	No terminal repeats	NA	87	11	0.9564	NA	14	58.5577	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP085707	41539	No terminal repeats	NA	61	11	0.9564	NA	11	43.5804	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP075348|provirus_128822_174164	45343	Provirus	128822-174164	56	11	0.9563	NA	14	40.1007	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP083496	110410	DTR	NA	124	11	0.9563	NA	5	57.9763	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP092265	48275	No terminal repeats	NA	65	11	0.9563	NA	10	59.8182	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NC_016838	122799	No terminal repeats	NA	136	11	0.9562	NA	18	97.8431	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP116245	93185	No terminal repeats	NA	92	11	0.9562	NA	5	46.2392	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP085401|provirus_60099_87280	27182	Provirus	60099-87280	46	11	0.9562	NA	11	29.4859	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP062860	97512	No terminal repeats	NA	97	11	0.9561	NA	5	49.3416	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP045469	15916	No terminal repeats	NA	31	11	0.9561	NA	2	24.1831	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP020585|provirus_47445_111997	64553	Provirus	47445-111997	66	11	0.956	NA	5	37.2257	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP013238|provirus_8477_84187	75711	Provirus	8477-84187	120	11	0.956	NA	15	87.2611	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP065645	37079	No terminal repeats	NA	40	11	0.956	NA	11	30.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP050908|provirus_2_54835	54834	Provirus	2-54835	64	11	0.956	NA	5	38.5704	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP050905|provirus_2_54835	54834	Provirus	2-54835	64	11	0.956	NA	5	38.5704	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP012104	42726	No terminal repeats	NA	71	11	0.956	NA	4	40.4614	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP078111	100741	No terminal repeats	NA	124	11	0.956	NA	13	87.1831	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP096685|provirus_74137_110872	36736	Provirus	74137-110872	43	11	0.9559	NA	3	29.7802	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP053966	61863	No terminal repeats	NA	89	11	0.9559	NA	13	46.0325	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP016798	44555	No terminal repeats	NA	66	11	0.9558	NA	8	44.478	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP025693	12484	No terminal repeats	NA	11	11	0.9558	NA	6	8.7418	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP104448|provirus_3943772_3992863	49092	Provirus	3943772-3992863	69	11	0.9557	NA	10	74.9889	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP032297|provirus_536538_542014	5477	Provirus	536538-542014	10	11	0.9557	NA	0	6.5863	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP061515|provirus_23038_110810	87773	Provirus	23038-110810	90	11	0.9557	NA	15	62.9468	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP059543|provirus_34382_117717	83336	Provirus	34382-117717	92	11	0.9557	NA	13	59.5512	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP117630	95979	No terminal repeats	NA	104	11	0.9556	NA	4	53.0764	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP074697|provirus_24174_111946	87773	Provirus	24174-111946	90	11	0.9556	NA	15	62.9468	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP119581	95921	No terminal repeats	NA	99	11	0.9556	NA	3	39.6099	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_AP014707	85702	No terminal repeats	NA	106	11	0.9555	NA	7	47.1806	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP035995	14792	No terminal repeats	NA	28	11	0.9554	NA	0	12.8541	Viruses;Varidnaviria;Bamfordvirae;Preplasmiviricota;Tectiliviricetes;Kalamavirales;Tectiviridae
NZ_CP104448|provirus_193_44172	43980	Provirus	193-44172	61	11	0.9554	NA	6	60.233	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP043264	85807	No terminal repeats	NA	94	11	0.9554	NA	4	40.2936	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP072697	54037	No terminal repeats	NA	79	11	0.9554	NA	8	53.5281	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP035973	54371	No terminal repeats	NA	72	11	0.9554	NA	10	34.691	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP021327|provirus_13028_112153	99126	Provirus	13028-112153	110	11	0.9554	NA	15	68.6855	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP053936	56203	No terminal repeats	NA	82	11	0.9554	NA	14	34.1551	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP079100	70509	No terminal repeats	NA	98	11	0.9553	NA	9	52.6891	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP061398	121507	No terminal repeats	NA	130	11	0.9553	NA	15	83.5698	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP009934	95352	No terminal repeats	NA	102	11	0.9553	NA	14	43.9528	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP075360|provirus_225037_270379	45343	Provirus	225037-270379	56	11	0.9553	NA	14	40.1007	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP062839	118942	No terminal repeats	NA	131	11	0.9552	NA	4	51.802	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP092482	38989	No terminal repeats	NA	40	11	0.9552	NA	10	30.0187	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP093251|provirus_73532_108165	34634	Provirus	73532-108165	43	11	0.9552	NA	3	25.3128	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP072306	55356	No terminal repeats	NA	55	11	0.9551	NA	7	42.304	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP011865	13716	No terminal repeats	NA	21	11	0.9551	NA	6	14.1115	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP010721	40573	No terminal repeats	NA	55	11	0.9551	NA	7	37.4098	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP090457|provirus_143109_151319	8211	Provirus	143109-151319	12	11	0.955	NA	0	5.7944	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP057105|provirus_39223_97855	58633	Provirus	39223-97855	66	11	0.9549	NA	4	18.3239	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP029232|provirus_537219_569181	31963	Provirus	537219-569181	36	11	0.9549	NA	6	20.473	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP094948	35082	No terminal repeats	NA	47	11	0.9549	NA	12	43.8973	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP077827|provirus_52375_110967	58593	Provirus	52375-110967	64	11	0.9548	NA	5	38.5704	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP032324|provirus_684369_699611	15243	Provirus	684369-699611	28	11	0.9548	NA	2	17.9224	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP025147|provirus_11878_59229	47352	Provirus	11878-59229	72	11	0.9547	NA	19	43.9238	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP043613|provirus_44_35271	35228	Provirus	44-35271	39	11	0.9547	NA	10	41.4917	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP104752|provirus_22820_110965	88146	Provirus	22820-110965	91	11	0.9547	NA	15	62.9468	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP075322|provirus_11399_110863	99465	Provirus	11399-110863	110	11	0.9546	NA	15	68.0854	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP009638	61862	No terminal repeats	NA	89	11	0.9546	NA	13	46.0325	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP092164	64130	No terminal repeats	NA	103	11	0.9545	NA	9	56.1615	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP116167|provirus_16076_119550	103475	Provirus	16076-119550	106	11	0.9545	NA	4	39.4187	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP021514	43021	No terminal repeats	NA	53	11	0.9545	NA	10	23.8684	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP084393|provirus_69155_111787	42633	Provirus	69155-111787	56	11	0.9544	NA	14	43.0869	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP092455	37296	No terminal repeats	NA	43	11	0.9544	NA	6	23.952	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP034821|provirus_1_70387	70387	Provirus	1-70387	94	11	0.9544	NA	3	40.7022	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP032612	68022	No terminal repeats	NA	124	11	0.9544	NA	13	67.6142	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP007453|provirus_146105_188217	42113	Provirus	146105-188217	49	11	0.9542	NA	10	50.0995	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP119737	100459	No terminal repeats	NA	100	11	0.9542	NA	4	40.1577	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP061524|provirus_1_39294	39294	Provirus	1-39294	47	11	0.9542	NA	3	30.6951	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NC_018516|provirus_72230_261113	188884	Provirus	72230-261113	251	11	0.9541	NA	0	16.9086	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP059605	42530	No terminal repeats	NA	60	11	0.9541	NA	12	51.451	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP062884	117198	No terminal repeats	NA	128	11	0.954	NA	4	52.8682	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP017632|provirus_33721_135160	101440	Provirus	33721-135160	108	11	0.954	NA	5	49.4582	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP116802|provirus_22820_110962	88143	Provirus	22820-110962	91	11	0.9539	NA	15	62.9468	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP074139	44268	No terminal repeats	NA	66	11	0.9539	NA	16	48.3848	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP070875|provirus_106324_128629	22306	Provirus	106324-128629	36	11	0.9539	NA	0	14.5576	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP106865	93767	No terminal repeats	NA	161	11	0.9538	NA	22	94.1818	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP068233|provirus_42_83714	83673	Provirus	42-83714	95	11	0.9538	NA	15	49.1027	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NC_016794	55304	No terminal repeats	NA	79	11	0.9538	NA	12	40.4188	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP039344	55268	No terminal repeats	NA	55	11	0.9537	NA	7	43.1932	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP033863	23171	No terminal repeats	NA	28	11	0.9537	NA	9	28.7495	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP032297|provirus_1_13205	13205	Provirus	1-13205	21	11	0.9536	NA	4	20.9206	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP119142|provirus_523687_567163	43477	Provirus	523687-567163	59	11	0.9536	NA	10	55.9898	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP119743	100470	No terminal repeats	NA	99	11	0.9536	NA	4	40.1577	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP041590|provirus_97134_144817	47684	Provirus	97134-144817	46	11	0.9536	NA	11	33.646	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP014649|provirus_69_78965	78897	Provirus	69-78965	95	11	0.9536	NA	9	47.9676	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP077319	40804	No terminal repeats	NA	53	11	0.9535	NA	11	44.1989	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP117656	98591	No terminal repeats	NA	104	11	0.9534	NA	5	50.3234	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP025144|provirus_5174_53777	48604	Provirus	5174-53777	75	11	0.9534	NA	19	44.7098	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_AP024147	128167	No terminal repeats	NA	183	11	0.9533	NA	16	73.4398	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP014286	54205	No terminal repeats	NA	79	11	0.9533	NA	6	34.408	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP059387|provirus_36451_113312	76862	Provirus	36451-113312	90	11	0.9532	NA	10	45.3461	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP021678|provirus_2_84944	84943	Provirus	2-84944	115	11	0.9532	NA	5	62.853	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP099870	122706	No terminal repeats	NA	134	11	0.9531	NA	6	74.5089	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP027133	97167	No terminal repeats	NA	97	11	0.9531	NA	7	49.6071	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP016301|provirus_260_98856	98597	Provirus	260-98856	109	11	0.9531	NA	15	71.1532	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP016299|provirus_260_98856	98597	Provirus	260-98856	109	11	0.9531	NA	15	71.1532	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP083720	107329	No terminal repeats	NA	142	11	0.953	NA	15	65.8673	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP097559	42805	No terminal repeats	NA	65	11	0.953	NA	19	46.6689	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP018257|provirus_60_51001	50942	Provirus	60-51001	51	11	0.953	NA	11	35.329	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP082894|provirus_214_48590	48377	Provirus	214-48590	57	11	0.9529	NA	4	34.4702	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_AP025475	84136	No terminal repeats	NA	113	11	0.9529	NA	21	63.07	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP073955	94013	No terminal repeats	NA	99	11	0.9528	NA	4	44.295	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP016296|provirus_260_98857	98598	Provirus	260-98857	110	11	0.9528	NA	16	72.4517	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_OU659131|provirus_185051_228834	43784	Provirus	185051-228834	65	11	0.9528	NA	16	61.5069	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP047974	103751	No terminal repeats	NA	107	11	0.9527	NA	12	53.7683	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NC_022874	45206	No terminal repeats	NA	54	11	0.9527	NA	10	39.8232	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP006906	185364	No terminal repeats	NA	216	11	0.9526	NA	7	91.9432	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP010021	106992	No terminal repeats	NA	115	11	0.9526	NA	15	50.4741	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP036204|provirus_6316_22432	16117	Provirus	6316-22432	27	11	0.9526	NA	0	10.5067	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP039342	55269	No terminal repeats	NA	55	11	0.9525	NA	7	42.304	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NC_023031	113866	No terminal repeats	NA	128	11	0.9525	NA	16	63.017	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP096726|provirus_503_48879	48377	Provirus	503-48879	58	11	0.9525	NA	4	34.4702	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP082891|provirus_309_48685	48377	Provirus	309-48685	57	11	0.9524	NA	4	34.4702	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
