V1,Genome,Order,Family,Genus,VC,VC Status,Size,VC Subcluster,VC Subcluster Size,Quality,Adj P-value,Topology Confidence Score,Genera in VC,Families in VC,Orders in VC,Genus Confidence Score
17366,NZ_AP026422,Unassigned,Unassigned,Unassigned,27_44,Clustered,3,VC_27_44,3,0.0035,0.99013216,0.0035,0,0,0,1
17367,NZ_AP026427,Unassigned,Unassigned,Unassigned,185_0,Clustered,20,VC_185_0,20,0.1284,1,0.1284,0,0,0,1
17368,NZ_AP026428,Unassigned,Unassigned,Unassigned,1893_0,Clustered,5,VC_1893_0,5,0.323,0.99986982,0.323,0,0,0,1
17369,NZ_AP026429,Unassigned,Unassigned,Unassigned,1517_0,Clustered,31,VC_1517_0,31,1,1,1,0,0,0,1
17370,NZ_AP026430,Unassigned,Unassigned,Unassigned,2133_0,Clustered,5,VC_2133_0,5,0.8614,0.99999203,0.8614,0,0,0,1
17371,NZ_AP026431,Unassigned,Unassigned,Unassigned,1954_0,Clustered,11,VC_1954_0,11,1,1,1,0,0,0,1
17372,NZ_CP103490,Unassigned,Unassigned,Unassigned,91_1,Clustered,309,VC_91_1,309,0.869,1,0.869,0,0,0,0.9997
17373,NZ_CP103491,Unassigned,Unassigned,Unassigned,883_0,Clustered,52,VC_883_0,52,0.9589,1,0.9589,0,0,0,1
17374,NZ_CP022824,Unassigned,Unassigned,Unassigned,8_55,Clustered/Singleton,1,VC_8_55,1,0,1,0,0,0,0,1
17375,NZ_CP017451,Unassigned,Unassigned,Unassigned,17_11,Clustered/Singleton,1,VC_17_11,1,0,1,0,0,0,0,1
17376,NZ_CP022441,Unassigned,Unassigned,Unassigned,22_1,Clustered/Singleton,1,VC_22_1,1,0,1,0,0,0,0,1
17377,NZ_CP022442,Unassigned,Unassigned,Unassigned,1_30,Clustered,46,VC_1_30,46,0.0979,1,0.0979,0,0,0,0.9469
17378,NZ_CP033823,Unassigned,Unassigned,Unassigned,34_5,Clustered,3,VC_34_5,3,0.0076,0.99864278,0.0076,0,0,0,1
17379,NZ_CP033827,Unassigned,Unassigned,Unassigned,1673_0,Clustered,16,VC_1673_0,16,0.843,1,0.843,0,0,0,1
17380,NZ_AP021975,Unassigned,Unassigned,Unassigned,1449_0,Clustered,19,VC_1449_0,19,0.7344,1,0.7344,0,0,0,1
17381,NZ_AP021976,Unassigned,Unassigned,Unassigned,1895_0,Clustered,5,VC_1895_0,5,0.3648,0.99819455,0.3642,0,0,0,1
17382,NZ_AP021977,Unassigned,Unassigned,Unassigned,1534_0,Clustered,5,VC_1534_0,5,0.0898,0.99674865,0.0895,0,0,0,1
17383,NZ_AP021978,Unassigned,Unassigned,Unassigned,1478_0,Clustered,28,VC_1478_0,28,0.8235,1,0.8235,0,0,0,1
17384,NZ_AP021979,Unassigned,Unassigned,Unassigned,1503_0,Clustered,20,VC_1503_0,20,0.6226,1,0.6226,0,0,0,1
17385,NZ_AP021980,Unassigned,Unassigned,Unassigned,388_0,Clustered,19,VC_388_0,19,0.7439,1,0.7439,0,0,0,1
17386,NZ_AP021981,Unassigned,Unassigned,Unassigned,2196_0,Clustered,4,VC_2196_0,4,0.8234,0.99979256,0.8232,0,0,0,1
17387,NZ_AP021982,Unassigned,Unassigned,Unassigned,676_0,Clustered,12,VC_676_0,12,0.8215,0.84916894,0.6976,0,0,0,1
17388,NZ_AP022022,Unassigned,Unassigned,Unassigned,54_0,Clustered/Singleton,1,VC_54_0,1,0,1,0,0,0,0,1
17389,NZ_AP022023,Unassigned,Unassigned,Unassigned,1008_0,Clustered,50,VC_1008_0,50,0.9181,1,0.9181,0,0,0,1
17390,NZ_AP022024,Unassigned,Unassigned,Unassigned,995_0,Clustered,41,VC_995_0,41,0.8627,1,0.8627,0,0,0,1
17391,NZ_AP022025,Unassigned,Unassigned,Unassigned,874_0,Clustered,65,VC_874_0,65,0.8116,1,0.8116,0,0,0,1
17392,NZ_AP022026,Unassigned,Unassigned,Unassigned,995_0,Clustered,41,VC_995_0,41,0.8627,1,0.8627,0,0,0,1
17393,NZ_AP022027,Unassigned,Unassigned,Unassigned,1517_0,Clustered,31,VC_1517_0,31,1,1,1,0,0,0,1
17394,NZ_AP022028,Unassigned,Unassigned,Unassigned,2196_0,Clustered,4,VC_2196_0,4,0.8234,0.99979256,0.8232,0,0,0,1
17395,NZ_AP022029,Unassigned,Unassigned,Unassigned,1726_0,Clustered,18,VC_1726_0,18,0.8456,1,0.8456,0,0,0,1
17396,NZ_AP022059,Unassigned,Unassigned,Unassigned,50_0,Clustered,16,VC_50_0,16,0.0718,1,0.0718,0,0,0,0.95
17397,NZ_AP022060,Unassigned,Unassigned,Unassigned,1478_0,Clustered,28,VC_1478_0,28,0.8235,1,0.8235,0,0,0,1
17398,NZ_AP022063,Unassigned,Unassigned,Unassigned,677_0,Clustered,11,VC_677_0,11,0.7449,0.99999861,0.7449,0,0,0,1
17399,NZ_AP022192,Unassigned,Unassigned,Unassigned,185_0,Clustered,20,VC_185_0,20,0.1284,1,0.1284,0,0,0,1
17400,NZ_AP022193,Unassigned,Unassigned,Unassigned,187_0,Clustered,11,VC_187_0,11,0.2803,1,0.2803,0,0,0,1
17401,NZ_AP022194,Unassigned,Unassigned,Unassigned,2151_0,Clustered,7,VC_2151_0,7,1,1,1,0,0,0,1
17402,NZ_AP022198,Unassigned,Unassigned,Unassigned,185_0,Clustered,20,VC_185_0,20,0.1284,1,0.1284,0,0,0,1
17403,NZ_AP022199,Unassigned,Unassigned,Unassigned,187_0,Clustered,11,VC_187_0,11,0.2803,1,0.2803,0,0,0,1
17404,NZ_AP022200,Unassigned,Unassigned,Unassigned,2151_0,Clustered,7,VC_2151_0,7,1,1,1,0,0,0,1
17405,NZ_AP022204,Unassigned,Unassigned,Unassigned,185_0,Clustered,20,VC_185_0,20,0.1284,1,0.1284,0,0,0,1
17406,NZ_AP022205,Unassigned,Unassigned,Unassigned,187_0,Clustered,11,VC_187_0,11,0.2803,1,0.2803,0,0,0,1
17407,NZ_CP073374,Unassigned,Unassigned,Unassigned,1_42,Clustered,25,VC_1_42,25,0.0523,1,0.0523,0,0,0,1
17408,NZ_CP073375,Unassigned,Unassigned,Unassigned,29_0,Clustered,122,VC_29_0,122,0.5203,1,0.5203,0,0,0,0.9893
17409,NZ_CP073376,Unassigned,Unassigned,Unassigned,6_14,Clustered,51,VC_6_14,51,0.0879,1,0.0879,0,0,0,0.982
17410,NZ_CP073378,Unassigned,Unassigned,Unassigned,17_17,Clustered,3,VC_17_17,3,0.0028,0.99829975,0.0028,0,0,0,1
17411,NZ_CP073379,Unassigned,Unassigned,Unassigned,8_2,Clustered,23,VC_8_2,23,0.0331,1,0.0331,0,0,0,0.9565
17412,NZ_CP073380,Unassigned,Unassigned,Unassigned,6_2,Clustered,83,VC_6_2,83,0.1053,1,0.1053,0,0,0,0.844
17413,NZ_CP077675,Unassigned,Unassigned,Unassigned,230_1,Clustered/Singleton,1,VC_230_1,1,0,1,0,0,0,0,1
17414,NZ_CP082361,Unassigned,Unassigned,Unassigned,10_2,Clustered/Singleton,1,VC_10_2,1,0,1,0,0,0,0,1
17415,NZ_CP089235,Unassigned,Unassigned,Unassigned,43_3,Clustered,138,VC_43_3,138,0.3314,1,0.3314,0,0,0,0.9656
17416,NZ_CP109615,Unassigned,Unassigned,Unassigned,1_44,Clustered,6,VC_1_44,6,0.0178,1,0.0178,0,0,0,1
17417,NZ_CP009276,Unassigned,Unassigned,Unassigned,129_0,Clustered,111,VC_129_0,111,0.8717,1,0.8717,0,0,0,1
17418,NZ_CP063404,Unassigned,Unassigned,Unassigned,17_7,Clustered/Singleton,1,VC_17_7,1,0,1,0,0,0,0,1
17419,NZ_CP017283,Unassigned,Unassigned,Unassigned,59_11,Clustered,4,VC_59_11,4,0.0189,0.99998883,0.0189,0,0,0,1
17420,NZ_CP017850,Unassigned,Unassigned,Unassigned,59_11,Clustered,4,VC_59_11,4,0.0189,0.99998883,0.0189,0,0,0,1
17421,NZ_CP017852,Unassigned,Unassigned,Unassigned,5_88,Clustered,2,VC_5_88,2,0.0017,0.95831155,0.0016,0,0,0,1
17422,NZ_CP017285,Unassigned,Unassigned,Unassigned,59_11,Clustered,4,VC_59_11,4,0.0189,0.99998883,0.0189,0,0,0,1
17423,NZ_CP017287,Unassigned,Unassigned,Unassigned,5_88,Clustered,2,VC_5_88,2,0.0017,0.95831155,0.0016,0,0,0,1
17424,NZ_CP020848,Unassigned,Unassigned,Unassigned,17_66,Clustered/Singleton,1,VC_17_66,1,0,1,0,0,0,0,1
17425,NZ_CP028553,Unassigned,Unassigned,Unassigned,1_30,Clustered,46,VC_1_30,46,0.0979,1,0.0979,0,0,0,0.9469
17426,NZ_CP028550,Unassigned,Unassigned,Unassigned,138_42,Clustered,4,VC_138_42,4,0.0154,0.99998791,0.0154,0,0,0,1
17427,NZ_CP028552,Unassigned,Unassigned,Unassigned,1679_0,Clustered,13,VC_1679_0,13,0.7074,1,0.7074,0,0,0,1
17428,NZ_CP027063,Unassigned,Unassigned,Unassigned,43_16,Clustered/Singleton,1,VC_43_16,1,0,1,0,0,0,0,1
17429,NZ_CP023984,Unassigned,Unassigned,Unassigned,138_35,Clustered,2,VC_138_35,2,0.0056,0.95759477,0.0054,0,0,0,1
17430,NZ_CP023985,Unassigned,Unassigned,Unassigned,29_0,Clustered,122,VC_29_0,122,0.5203,1,0.5203,0,0,0,0.9893
17431,NZ_CP023980,Unassigned,Unassigned,Unassigned,900_0,Clustered,2,VC_900_0,2,0.0594,0.95630898,0.0568,0,0,0,1
17432,NZ_CP023981,Unassigned,Unassigned,Unassigned,14_0,Clustered,105,VC_14_0,105,0.3128,1,0.3128,0,0,0,0.991
17433,NZ_CP023979,Unassigned,Unassigned,Unassigned,1517_0,Clustered,31,VC_1517_0,31,1,1,1,0,0,0,1
17434,NZ_CP032355,Unassigned,Unassigned,Unassigned,96_0,Clustered,22,VC_96_0,22,0.5669,1,0.5669,0,0,0,0.9913
17435,NZ_CP026014,Unassigned,Unassigned,Unassigned,22_25,Clustered,4,VC_22_25,4,0.0113,0.99998523,0.0113,0,0,0,1
17436,NZ_CP026015,Unassigned,Unassigned,Unassigned,91_1,Clustered,309,VC_91_1,309,0.869,1,0.869,0,0,0,0.9997
17437,NZ_CP056147,Unassigned,Unassigned,Unassigned,1968_0,Clustered,10,VC_1968_0,10,0.9839,0.99991759,0.9838,0,0,0,1
17438,NZ_CP060810,Unassigned,Unassigned,Unassigned,22_25,Clustered,4,VC_22_25,4,0.0113,0.99998523,0.0113,0,0,0,1
17439,NZ_CP060809,Unassigned,Unassigned,Unassigned,69_0,Clustered,9,VC_69_0,9,0.7769,1,0.7769,0,0,0,1
17440,NZ_CP063918,Unassigned,Unassigned,Unassigned,212_2,Clustered/Singleton,1,VC_212_2,1,0,1,0,0,0,0,1
17441,NZ_CP065163,Unassigned,Unassigned,Unassigned,17_3,Clustered,7,VC_17_3,7,0.0223,1,0.0223,0,0,0,1
17442,NZ_CP065164,Unassigned,Unassigned,Unassigned,8_23,Clustered,63,VC_8_23,63,0.0793,1,0.0793,0,0,0,0.9928
17443,NZ_CP065165,Unassigned,Unassigned,Unassigned,138_35,Clustered,2,VC_138_35,2,0.0056,0.95759477,0.0054,0,0,0,1
17444,NZ_CP065166,Unassigned,Unassigned,Unassigned,1847_0,Clustered,12,VC_1847_0,12,0.8534,1,0.8534,0,0,0,1
17445,NZ_CP067264,Unassigned,Unassigned,Unassigned,2275_0,Clustered,2,VC_2275_0,2,0.7186,0.97938658,0.7038,0,0,0,1
17446,NZ_CP078148,Unassigned,Unassigned,Unassigned,22_0,Clustered/Singleton,1,VC_22_0,1,0,1,0,0,0,0,1
17447,NZ_CP083791,Unassigned,Unassigned,Unassigned,8_23,Clustered,63,VC_8_23,63,0.0793,1,0.0793,0,0,0,0.9928
17448,NZ_CP083792,Unassigned,Unassigned,Unassigned,17_3,Clustered,7,VC_17_3,7,0.0223,1,0.0223,0,0,0,1
17449,NZ_CP083793,Unassigned,Unassigned,Unassigned,1450_0,Clustered,5,VC_1450_0,5,0.2208,0.99999994,0.2208,0,0,0,1
17450,NZ_CP083794,Unassigned,Unassigned,Unassigned,1847_0,Clustered,12,VC_1847_0,12,0.8534,1,0.8534,0,0,0,1
17451,NZ_CP083795,Unassigned,Unassigned,Unassigned,1268_0,Clustered,38,VC_1268_0,38,0.6737,1,0.6737,0,0,0,1
17452,NZ_CP071735,Unassigned,Unassigned,Unassigned,17_45,Clustered/Singleton,1,VC_17_45,1,0,1,0,0,0,0,1
17453,NZ_CP114321,Unassigned,Unassigned,Unassigned,34_44,Clustered,10,VC_34_44,10,0.0206,1,0.0206,0,0,0,1
17454,NZ_CP114322,Unassigned,Unassigned,Unassigned,9_5,Clustered,73,VC_9_5,73,0.1271,1,0.1271,0,0,0,0.7458
17455,NZ_CP114323,Unassigned,Unassigned,Unassigned,1539_0,Clustered,26,VC_1539_0,26,0.9231,1,0.9231,0,0,0,1
17456,NZ_CP114329,Unassigned,Unassigned,Unassigned,34_44,Clustered,10,VC_34_44,10,0.0206,1,0.0206,0,0,0,1
17457,NZ_CP114330,Unassigned,Unassigned,Unassigned,9_5,Clustered,73,VC_9_5,73,0.1271,1,0.1271,0,0,0,0.7458
17458,NZ_CP114331,Unassigned,Unassigned,Unassigned,1539_0,Clustered,26,VC_1539_0,26,0.9231,1,0.9231,0,0,0,1
17459,NZ_CP114313,Unassigned,Unassigned,Unassigned,34_44,Clustered,10,VC_34_44,10,0.0206,1,0.0206,0,0,0,1
17460,NZ_CP114314,Unassigned,Unassigned,Unassigned,9_5,Clustered,73,VC_9_5,73,0.1271,1,0.1271,0,0,0,0.7458
17461,NZ_CP114315,Unassigned,Unassigned,Unassigned,1539_0,Clustered,26,VC_1539_0,26,0.9231,1,0.9231,0,0,0,1
17462,NZ_CP114325,Unassigned,Unassigned,Unassigned,34_44,Clustered,10,VC_34_44,10,0.0206,1,0.0206,0,0,0,1
17463,NZ_CP114326,Unassigned,Unassigned,Unassigned,9_5,Clustered,73,VC_9_5,73,0.1271,1,0.1271,0,0,0,0.7458
17464,NZ_CP114327,Unassigned,Unassigned,Unassigned,1539_0,Clustered,26,VC_1539_0,26,0.9231,1,0.9231,0,0,0,1
17465,NZ_CP114317,Unassigned,Unassigned,Unassigned,34_44,Clustered,10,VC_34_44,10,0.0206,1,0.0206,0,0,0,1
17466,NZ_CP114318,Unassigned,Unassigned,Unassigned,9_5,Clustered,73,VC_9_5,73,0.1271,1,0.1271,0,0,0,0.7458
17467,NZ_CP114319,Unassigned,Unassigned,Unassigned,1539_0,Clustered,26,VC_1539_0,26,0.9231,1,0.9231,0,0,0,1
17468,NZ_CP114333,Unassigned,Unassigned,Unassigned,34_44,Clustered,10,VC_34_44,10,0.0206,1,0.0206,0,0,0,1
17469,NZ_CP114334,Unassigned,Unassigned,Unassigned,9_5,Clustered,73,VC_9_5,73,0.1271,1,0.1271,0,0,0,0.7458
17470,NZ_CP114335,Unassigned,Unassigned,Unassigned,129_0,Clustered,111,VC_129_0,111,0.8717,1,0.8717,0,0,0,1
17471,NZ_CP114336,Unassigned,Unassigned,Unassigned,1539_0,Clustered,26,VC_1539_0,26,0.9231,1,0.9231,0,0,0,1
17472,NZ_CP114355,Unassigned,Unassigned,Unassigned,34_44,Clustered,10,VC_34_44,10,0.0206,1,0.0206,0,0,0,1
17473,NZ_CP114356,Unassigned,Unassigned,Unassigned,9_5,Clustered,73,VC_9_5,73,0.1271,1,0.1271,0,0,0,0.7458
17474,NZ_CP114358,Unassigned,Unassigned,Unassigned,1742_0,Clustered,2,VC_1742_0,2,0.4139,0.94833447,0.3925,0,0,0,1
17475,NZ_CP114359,Unassigned,Unassigned,Unassigned,1539_0,Clustered,26,VC_1539_0,26,0.9231,1,0.9231,0,0,0,1
17476,NZ_CP114360,Unassigned,Unassigned,Unassigned,1185_0,Clustered,57,VC_1185_0,57,0.9756,1,0.9756,0,0,0,1
17477,NZ_CP114362,Unassigned,Unassigned,Unassigned,34_44,Clustered,10,VC_34_44,10,0.0206,1,0.0206,0,0,0,1
17478,NZ_CP114363,Unassigned,Unassigned,Unassigned,9_5,Clustered,73,VC_9_5,73,0.1271,1,0.1271,0,0,0,0.7458
17479,NZ_CP114365,Unassigned,Unassigned,Unassigned,75_0,Clustered,136,VC_75_0,136,0.9215,1,0.9215,0,0,0,1
17480,NZ_CP114366,Unassigned,Unassigned,Unassigned,1539_0,Clustered,26,VC_1539_0,26,0.9231,1,0.9231,0,0,0,1
17481,NZ_CP114165,Unassigned,Unassigned,Unassigned,34_44,Clustered,10,VC_34_44,10,0.0206,1,0.0206,0,0,0,1
17482,NZ_CP114166,Unassigned,Unassigned,Unassigned,9_5,Clustered,73,VC_9_5,73,0.1271,1,0.1271,0,0,0,0.7458
17483,NZ_CP114167,Unassigned,Unassigned,Unassigned,1539_0,Clustered,26,VC_1539_0,26,0.9231,1,0.9231,0,0,0,1
17484,NZ_CP114169,Unassigned,Unassigned,Unassigned,34_44,Clustered,10,VC_34_44,10,0.0206,1,0.0206,0,0,0,1
17485,NZ_CP114170,Unassigned,Unassigned,Unassigned,9_5,Clustered,73,VC_9_5,73,0.1271,1,0.1271,0,0,0,0.7458
17486,NZ_CP114171,Unassigned,Unassigned,Unassigned,1539_0,Clustered,26,VC_1539_0,26,0.9231,1,0.9231,0,0,0,1
17487,NZ_CP050681,Unassigned,Unassigned,Unassigned,22_23,Clustered/Singleton,1,VC_22_23,1,0,1,0,0,0,0,1
17488,NZ_LR130540,Unassigned,Unassigned,Unassigned,34_68,Clustered/Singleton,1,VC_34_68,1,0,1,0,0,0,0,1
17489,NZ_OW969913,Unassigned,Unassigned,Unassigned,17_60,Clustered/Singleton,1,VC_17_60,1,0,1,0,0,0,0,1
17490,NZ_OW969914,Unassigned,Unassigned,Unassigned,179_0,Clustered,29,VC_179_0,29,0.3407,1,0.3407,0,0,0,1
17491,NZ_CP113790,Unassigned,Unassigned,Unassigned,34_31,Clustered/Singleton,1,VC_34_31,1,0,1,0,0,0,0,1
17492,NZ_CP113791,Unassigned,Unassigned,Unassigned,138_10,Clustered/Singleton,1,VC_138_10,1,0,1,0,0,0,0,1
17493,NZ_CP113793,Unassigned,Unassigned,Unassigned,1841_0,Clustered,14,VC_1841_0,14,0.9106,0.99999998,0.9106,0,0,0,1
17494,NZ_CP089386,Unassigned,Unassigned,Unassigned,8_24,Clustered/Singleton,1,VC_8_24,1,0,1,0,0,0,0,1
17495,NZ_CP089388,Unassigned,Unassigned,Unassigned,1169_0,Clustered,57,VC_1169_0,57,0.9142,1,0.9142,0,0,0,1
17496,NZ_CP089389,Unassigned,Unassigned,Unassigned,1268_0,Clustered,38,VC_1268_0,38,0.6737,1,0.6737,0,0,0,1
17497,NZ_CP014678,Unassigned,Unassigned,Unassigned,2031_0,Clustered,2,VC_2031_0,2,0.3043,0.9331928,0.2839,0,0,0,1
17498,NZ_CP069322,Unassigned,Unassigned,Unassigned,2254_0,Clustered,4,VC_2254_0,4,0.7993,0.975127,0.7795,0,0,0,1
17499,NZ_CP069320,Unassigned,Unassigned,Unassigned,1722_0,Clustered,6,VC_1722_0,6,0.2235,0.83131026,0.1858,0,0,0,1
17500,NZ_CP019447,Unassigned,Unassigned,Unassigned,1297_0,Clustered,5,VC_1297_0,5,0.4903,0.99999993,0.4903,0,0,0,1
17501,NZ_CP021468,Unassigned,Unassigned,Unassigned,736_12,Clustered/Singleton,1,VC_736_12,1,0,1,0,0,0,0,1
17502,NZ_CP035505,Unassigned,Unassigned,Unassigned,1115_0,Clustered,4,VC_1115_0,4,0.4215,0.99963194,0.4213,0,0,0,1
17503,NC_016037,Unassigned,Unassigned,Unassigned,736_10,Clustered/Singleton,1,VC_736_10,1,0,1,0,0,0,0,1
17504,NC_016021,Unassigned,Unassigned,Unassigned,941_0,Clustered,5,VC_941_0,5,0.3324,0.99999996,0.3324,0,0,0,1
17505,NC_016029,Unassigned,Unassigned,Unassigned,2059_0,Clustered,3,VC_2059_0,3,0.619,0.99479365,0.6157,0,0,0,1
17506,NC_016900,Unassigned,Unassigned,Unassigned,2224_0,Clustered,3,VC_2224_0,3,0.4628,0.57078635,0.2642,0,0,0,1
17507,NC_016030,Unassigned,Unassigned,Unassigned,2223_0,Clustered,5,VC_2223_0,5,1,1,1,0,0,0,1
17508,NZ_CP019876,Unassigned,Unassigned,Unassigned,917_0,Clustered,2,VC_917_0,2,0.106,0.90784828,0.0963,0,0,0,1
17509,NZ_CP019880,Unassigned,Unassigned,Unassigned,2297_0,Clustered,2,VC_2297_0,2,0.7931,0.72985431,0.5789,0,0,0,1
17510,NZ_CP019881,Unassigned,Unassigned,Unassigned,2610_0,Clustered,2,VC_2610_0,2,1,1,1,0,0,0,1
17511,NZ_CP118676,Unassigned,Unassigned,Unassigned,736_13,Clustered/Singleton,1,VC_736_13,1,0,1,0,0,0,0,1
17512,NZ_CP118673,Unassigned,Unassigned,Unassigned,941_1,Clustered/Singleton,1,VC_941_1,1,0,1,0,0,0,0,1
17513,NZ_CP117859,Unassigned,Unassigned,Unassigned,736_11,Clustered/Singleton,1,VC_736_11,1,0,1,0,0,0,0,1
17514,NZ_CP117858,Unassigned,Unassigned,Unassigned,736_0,Clustered/Singleton,1,VC_736_0,1,0,1,0,0,0,0,1
17515,NZ_CP115660,Unassigned,Unassigned,Unassigned,1675_0,Clustered,7,VC_1675_0,7,0.7545,1,0.7545,0,0,0,1
17516,NZ_CP050140,Unassigned,Unassigned,Unassigned,1278_0,Clustered,2,VC_1278_0,2,0.0451,0.95499722,0.043,0,0,0,1
17517,NZ_CP050142,Unassigned,Unassigned,Unassigned,1688_0,Clustered,2,VC_1688_0,2,0.1595,0.95052431,0.1516,0,0,0,1
17518,NZ_CP050144,Unassigned,Unassigned,Unassigned,2223_0,Clustered,5,VC_2223_0,5,1,1,1,0,0,0,1
17519,NZ_CP061370,Unassigned,Unassigned,Unassigned,1278_0,Clustered,2,VC_1278_0,2,0.0451,0.95499722,0.043,0,0,0,1
17520,NZ_CP061372,Unassigned,Unassigned,Unassigned,1688_0,Clustered,2,VC_1688_0,2,0.1595,0.95052431,0.1516,0,0,0,1
17521,NZ_CP061374,Unassigned,Unassigned,Unassigned,2223_0,Clustered,5,VC_2223_0,5,1,1,1,0,0,0,1
17522,NZ_CP023037,Unassigned,Unassigned,Unassigned,904_0,Clustered,2,VC_904_0,2,0.2332,0.95678518,0.2231,0,0,0,1
17523,NZ_CP023038,Unassigned,Unassigned,Unassigned,736_9,Clustered/Singleton,1,VC_736_9,1,0,1,0,0,0,0,1
17524,NZ_CP036405,Unassigned,Unassigned,Unassigned,904_0,Clustered,2,VC_904_0,2,0.2332,0.95678518,0.2231,0,0,0,1
17525,NZ_CP036407,Unassigned,Unassigned,Unassigned,616_0,Clustered,3,VC_616_0,3,0.1384,0.99839097,0.1382,0,0,0,1
17526,NZ_CP036411,Unassigned,Unassigned,Unassigned,2396_0,Clustered,2,VC_2396_0,2,0.6317,0.5,0.3158,0,0,0,1
17527,NZ_CP041349,Unassigned,Unassigned,Unassigned,736_14,Clustered/Singleton,1,VC_736_14,1,0,1,0,0,0,0,1
17528,NZ_CP004365,Unassigned,Unassigned,Unassigned,736_15,Clustered/Singleton,1,VC_736_15,1,0,1,0,0,0,0,1
17529,NZ_CP004361,Unassigned,Unassigned,Unassigned,2224_0,Clustered,3,VC_2224_0,3,0.4628,0.57078635,0.2642,0,0,0,1
17530,NZ_CP004362,Unassigned,Unassigned,Unassigned,2223_0,Clustered,5,VC_2223_0,5,1,1,1,0,0,0,1
17531,NZ_CP032628,Unassigned,Unassigned,Unassigned,1062_0,Clustered,4,VC_1062_0,4,0.5114,0.99998154,0.5114,0,0,0,1
17532,NC_015218,Unassigned,Unassigned,Unassigned,1827_0,Clustered,11,VC_1827_0,11,0.8855,1,0.8855,0,0,0,1
17533,NZ_CP090604,Unassigned,Unassigned,Unassigned,1972_0,Clustered,3,VC_1972_0,3,0.8296,0.99512174,0.8256,0,0,0,1
17534,NZ_CP104880,Unassigned,Unassigned,Unassigned,1972_0,Clustered,3,VC_1972_0,3,0.8296,0.99512174,0.8256,0,0,0,1
17535,NZ_CP104881,Unassigned,Unassigned,Unassigned,1827_0,Clustered,11,VC_1827_0,11,0.8855,1,0.8855,0,0,0,1
17536,NC_017472,Unassigned,Unassigned,Unassigned,1972_0,Clustered,3,VC_1972_0,3,0.8296,0.99512174,0.8256,0,0,0,1
17537,NZ_CP032752,Unassigned,Unassigned,Unassigned,331_0,Clustered,88,VC_331_0,88,0.4376,1,0.4376,0,0,0,0.9423
17538,NZ_CP016686,Unassigned,Unassigned,Unassigned,780_0,Clustered,16,VC_780_0,16,0.4352,1,0.4352,0,0,0,1
17539,NZ_CP016687,Unassigned,Unassigned,Unassigned,523_0,Clustered,37,VC_523_0,37,0.6683,1,0.6683,0,0,0,0.994
17540,NZ_CP016688,Unassigned,Unassigned,Unassigned,948_0,Clustered,11,VC_948_0,11,0.3643,1,0.3643,0,0,0,1
17541,NZ_CP016689,Unassigned,Unassigned,Unassigned,1051_0,Clustered,3,VC_1051_0,3,0.111,0.99849018,0.1109,0,0,0,1
17542,NZ_CP016690,Unassigned,Unassigned,Unassigned,1757_0,Clustered,7,VC_1757_0,7,0.4909,1,0.4909,0,0,0,1
17543,NZ_CP034596,Unassigned,Unassigned,Unassigned,1942_0,Clustered,11,VC_1942_0,11,0.8907,1,0.8907,0,0,0,1
17544,NZ_CP016708,Unassigned,Unassigned,Unassigned,523_0,Clustered,37,VC_523_0,37,0.6683,1,0.6683,0,0,0,0.994
17545,NZ_CP034576,Unassigned,Unassigned,Unassigned,903_0,Clustered,4,VC_903_0,4,0.1421,0.99998491,0.1421,0,0,0,1
17546,NZ_CP016710,Unassigned,Unassigned,Unassigned,970_0,Clustered,9,VC_970_0,9,0.2812,1,0.2812,0,0,0,1
17547,NZ_CP016712,Unassigned,Unassigned,Unassigned,2094_0,Clustered,8,VC_2094_0,8,1,0,0,0,0,0,1
17548,NZ_CP016747,Unassigned,Unassigned,Unassigned,523_0,Clustered,37,VC_523_0,37,0.6683,1,0.6683,0,0,0,0.994
17549,NZ_CP016751,Unassigned,Unassigned,Unassigned,970_0,Clustered,9,VC_970_0,9,0.2812,1,0.2812,0,0,0,1
17550,NZ_CP016744,Unassigned,Unassigned,Unassigned,523_0,Clustered,37,VC_523_0,37,0.6683,1,0.6683,0,0,0,0.994
17551,NZ_CP016742,Unassigned,Unassigned,Unassigned,1437_0,Clustered,2,VC_1437_0,2,0.0418,0.92288729,0.0386,0,0,0,1
17552,NZ_CP016739,Unassigned,Unassigned,Unassigned,527_0,Clustered,12,VC_527_0,12,0.2827,1,0.2827,0,0,0,1
17553,NZ_CP016738,Unassigned,Unassigned,Unassigned,523_0,Clustered,37,VC_523_0,37,0.6683,1,0.6683,0,0,0,0.994
17554,NZ_CP016733,Unassigned,Unassigned,Unassigned,523_0,Clustered,37,VC_523_0,37,0.6683,1,0.6683,0,0,0,0.994
17555,NZ_CP016730,Unassigned,Unassigned,Unassigned,1942_0,Clustered,11,VC_1942_0,11,0.8907,1,0.8907,0,0,0,1
17556,NZ_CP031539,Unassigned,Unassigned,Unassigned,523_0,Clustered,37,VC_523_0,37,0.6683,1,0.6683,0,0,0,0.994
17557,NZ_CP031541,Unassigned,Unassigned,Unassigned,948_0,Clustered,11,VC_948_0,11,0.3643,1,0.3643,0,0,0,1
17558,NZ_CP031542,Unassigned,Unassigned,Unassigned,1942_0,Clustered,11,VC_1942_0,11,0.8907,1,0.8907,0,0,0,1
17559,NZ_AP018501,Unassigned,Unassigned,Unassigned,1062_0,Clustered,4,VC_1062_0,4,0.5114,0.99998154,0.5114,0,0,0,1
