Genome ID	P-P type	MinGenes cutoff	MinGenes hits	Signature to all genes ratio	P-P score sum	P-P type score sum	Composition	Composition size	Tolerance to gaps	Composition hits	Genome size (bp)	Number of proteins
NZ_CP070907	P12	46	3	0.027	1.8	0.8	NA	NA	NA	NA	142545	111
NZ_CP030183	P12	46	4	0.041	2	0.7	NA	NA	NA	NA	94179	98
NZ_CP019188	P12	46	3	0.028	1	0.4	NA	NA	NA	NA	95279	106
NZ_CP017632	P12	46	3	0.008	1	0.4	NA	NA	NA	NA	369298	363
NZ_CP034959	P12	46	3	0.036	1	0.4	NA	NA	NA	NA	90842	84
NZ_CP023896	P12	46	3	0.038	1	0.4	NA	NA	NA	NA	83988	79
NZ_CP021729	P12	46	3	0.028	1	0.4	NA	NA	NA	NA	114968	107
NZ_CP026475	P12	46	3	0.03	1	0.4	NA	NA	NA	NA	104701	101
NZ_CP029103	P12	46	3	0.036	1	0.4	NA	NA	NA	NA	89643	84
NZ_CP031232	P12	46	3	0.058	1	0.4	NA	NA	NA	NA	54776	52
NZ_CP031654	P12	46	3	0.036	1	0.4	NA	NA	NA	NA	89643	84
NZ_CP030285	P12	46	2	0.026	0.9	0.3	NA	NA	NA	NA	92978	77
NZ_CP033848	P12	46	3	0.029	1.8	0.6	NA	NA	NA	NA	97018	102
NZ_CP036204	P12	46	2	0.043	0.9	0.3	NA	NA	NA	NA	65959	47
NZ_CP045829	P12	46	3	0.029	1	0.4	NA	NA	NA	NA	100217	102
NZ_AP022163	P12	46	3	0.031	1	0.4	NA	NA	NA	NA	97833	96
NZ_AP022544	P12	46	3	0.031	1	0.4	NA	NA	NA	NA	84757	97
NZ_CP062816	P12	46	2	0.018	0.9	0.3	NA	NA	NA	NA	117229	114
NZ_CP062827	P12	46	2	0.018	0.9	0.3	NA	NA	NA	NA	117229	114
NZ_CP062833	P12	46	2	0.018	0.9	0.3	NA	NA	NA	NA	109181	110
NZ_CP062839	P12	46	2	0.017	0.9	0.3	NA	NA	NA	NA	118942	118
NZ_CP062884	P12	46	2	0.018	0.9	0.3	NA	NA	NA	NA	117198	114
NZ_CP062896	P12	46	2	0.019	0.9	0.3	NA	NA	NA	NA	108020	108
NZ_CP068592	P12	46	3	0.036	1	0.4	NA	NA	NA	NA	122138	83
NZ_CP063350	P12	46	3	0.027	1	0.4	NA	NA	NA	NA	121017	112
NZ_CP063505	P12	46	3	0.031	1	0.4	NA	NA	NA	NA	94185	97
NZ_LR882977	P12	46	3	0.026	1	0.4	NA	NA	NA	NA	102017	117
NZ_CP009051	P12	46	1	0.01	0.7	0.2	NA	NA	NA	NA	97258	103
NZ_CP062890	P12	46	3	0.032	1	0.4	NA	NA	NA	NA	89847	93
NZ_CP055677	P12	46	3	0.029	1	0.4	NA	NA	NA	NA	94009	103
NZ_CP056963	P12	46	3	0.028	1	0.4	NA	NA	NA	NA	98816	107
NZ_CP056970	P12	46	3	0.029	1	0.4	NA	NA	NA	NA	98816	105
NZ_CP057563	P12	46	1	0.009	0.7	0.2	NA	NA	NA	NA	95926	106
NZ_CP057567	P12	46	1	0.009	0.7	0.2	NA	NA	NA	NA	95926	106
NC_031129	P12	46	3	0.025	1	0.4	NA	NA	NA	NA	103445	122
NC_050152	P12	46	3	0.027	1	0.4	NA	NA	NA	NA	101660	113
NZ_CP030188	P12	46	2	0.019	0.9	0.3	NA	NA	NA	NA	93719	104
NZ_CP031191	P12	46	2	0.02	0.9	0.3	NA	NA	NA	NA	103441	100
NZ_CP039862	P12	46	3	0.029	1	0.4	NA	NA	NA	NA	91904	103
NZ_CP034821	P12	46	3	0.02	1	0.4	NA	NA	NA	NA	146389	151
NZ_CP064676	P12	46	3	0.029	1	0.4	NA	NA	NA	NA	103445	103
NZ_CP064673	P12	46	3	0.03	1	0.4	NA	NA	NA	NA	103445	101
NZ_CP069570	P12	46	4	0.041	2	0.7	NA	NA	NA	NA	90593	98
NZ_CP015837	P12	46	3	0.028	1.8	0.6	NA	NA	NA	NA	98242	107
NZ_CP010173	P12	46	4	0.038	2	0.7	NA	NA	NA	NA	94395	104
NZ_CP021336	P12	46	4	0.039	2	0.7	NA	NA	NA	NA	86922	102
NZ_CP021340	P12	46	4	0.04	2	0.7	NA	NA	NA	NA	86917	101
NZ_CP023381	P12	46	4	0.04	2	0.7	NA	NA	NA	NA	91199	100
NZ_CP023961	P12	46	4	0.037	2	0.7	NA	NA	NA	NA	96807	109
NZ_CP024832	P12	46	4	0.038	2	0.7	NA	NA	NA	NA	96987	105
NZ_CP024817	P12	46	4	0.037	2	0.7	NA	NA	NA	NA	96990	107
NZ_CP027199	P12	46	4	0.04	2	0.7	NA	NA	NA	NA	95895	99
NZ_CP019075	P12	46	4	0.039	2	0.7	NA	NA	NA	NA	96986	102
NZ_CP027590	P12	46	3	0.031	1.8	0.8	NA	NA	NA	NA	92449	98
NZ_CP027575	P12	46	3	0.03	1	0.4	NA	NA	NA	NA	95952	99
NZ_CP020522	P12	46	4	0.042	2	0.7	NA	NA	NA	NA	95146	95
NZ_CP029117	P12	46	4	0.037	2	0.7	NA	NA	NA	NA	120846	107
NZ_CP023732	P12	46	4	0.041	2.7	1.1	NA	NA	NA	NA	93276	97
NZ_CP022733	P12	46	4	0.036	2	0.7	NA	NA	NA	NA	96658	110
NZ_AP018809	P12	46	3	0.028	1.8	0.6	NA	NA	NA	NA	99498	107
NZ_CP038506	P12	46	3	0.031	1.8	0.8	NA	NA	NA	NA	92027	96
NZ_CP037905	P12	46	4	0.039	2	0.7	NA	NA	NA	NA	98254	103
NZ_CP040920	P12	46	4	0.042	2	0.7	NA	NA	NA	NA	97266	95
NZ_CP040069	P12	46	3	0.03	1.8	0.8	NA	NA	NA	NA	97582	100
NZ_CP041960	P12	46	4	0.038	2	0.7	NA	NA	NA	NA	98151	105
NZ_AP023222	P12	46	4	0.038	2	0.7	NA	NA	NA	NA	98308	105
NZ_AP023233	P12	46	4	0.038	2	0.7	NA	NA	NA	NA	98309	104
NZ_CP059910	P12	46	3	0.03	1.8	0.6	NA	NA	NA	NA	99361	101
NZ_CP069885	P12	46	2	0.019	0.9	0.3	NA	NA	NA	NA	95822	107
NZ_LR130557	P12	46	4	0.037	2	0.7	NA	NA	NA	NA	112419	109
NZ_LR890200	P12	46	3	0.028	1.8	0.6	NA	NA	NA	NA	95734	109
NZ_LR890538	P12	46	3	0.028	1.8	0.6	NA	NA	NA	NA	97184	106
NZ_CP039843	P12	46	4	0.039	2.7	1.1	NA	NA	NA	NA	95647	102
NC_013370	P12	46	4	0.037	1.9	0.9	NA	NA	NA	NA	97897	108
NZ_CP009168	P12	46	4	0.037	2.7	1.1	NA	NA	NA	NA	94959	109
NC_017653	P12	46	4	0.039	2.7	1.1	NA	NA	NA	NA	94015	102
NZ_CP028125	P12	46	4	0.044	2	0.7	NA	NA	NA	NA	98899	90
NZ_CP011063	P12	46	4	0.038	2	0.7	NA	NA	NA	NA	98436	105
NZ_LR890206	P12	46	4	0.035	2.7	1.1	NA	NA	NA	NA	95815	113
NZ_LR890724	P12	46	4	0.035	2.7	1.1	NA	NA	NA	NA	95815	113
NZ_CP051361	P12	46	3	0.03	1	0.4	NA	NA	NA	NA	95358	101
NC_042128	P12	46	4	0.032	2	0.7	NA	NA	NA	NA	115154	124
NZ_CP033632	P12	46	4	0.028	1.9	0.9	NA	NA	NA	NA	147451	142
NZ_CP027223	P12	46	2	0.026	1.6	0.7	NA	NA	NA	NA	72543	76
NZ_CP038288	P12	46	3	0.029	1.8	0.8	NA	NA	NA	NA	99810	102
NZ_CP038378	P12	46	3	0.029	1.8	0.8	NA	NA	NA	NA	99810	103
NC_005856	P12	46	3	0.027	1	0.4	NA	NA	NA	NA	94800	110
NZ_CP026725	P12	46	3	0.028	1	0.4	NA	NA	NA	NA	97124	106
NZ_CP057246	P12	46	2	0.02	0.9	0.3	NA	NA	NA	NA	91854	98
NZ_CP058684	P12	46	2	0.02	0.9	0.3	NA	NA	NA	NA	89589	100
NZ_CP026578	P12	46	1	0.011	0.2	0.1	NA	NA	NA	NA	121908	89
NZ_CP016549	P12	46	2	0.018	0.3	0.2	NA	NA	NA	NA	126046	111
NZ_CP010146	P12	46	2	0.021	0.3	0.2	NA	NA	NA	NA	112874	97
NZ_CP021203	P12	46	2	0.01	0.3	0.2	NA	NA	NA	NA	183508	192
NZ_CP019054	P12	46	2	0.018	0.3	0.2	NA	NA	NA	NA	116028	109
NZ_CP027133	P12	46	2	0.022	0.3	0.2	NA	NA	NA	NA	97167	93
NZ_CP033882	P12	46	2	0.02	0.3	0.2	NA	NA	NA	NA	96948	98
NZ_CP034789	P12	46	2	0.02	0.3	0.2	NA	NA	NA	NA	159108	101
NZ_CP035313	P12	46	2	0.021	0.3	0.2	NA	NA	NA	NA	96320	95
NZ_CP055258	P12	46	2	0.019	0.3	0.2	NA	NA	NA	NA	116030	108
NZ_CP069704	P12	46	2	0.022	0.3	0.2	NA	NA	NA	NA	105203	93
NZ_CP069714	P12	46	2	0.022	0.3	0.2	NA	NA	NA	NA	93942	92
NZ_CP069970	P12	46	2	0.067	0.3	0.2	NA	NA	NA	NA	39407	30
NZ_CP070027	P12	46	2	0.028	0.3	0.2	NA	NA	NA	NA	110044	71
NZ_CP063334	P12	46	2	0.022	0.3	0.2	NA	NA	NA	NA	96331	90
NZ_LR883966	P12	46	2	0.024	0.3	0.2	NA	NA	NA	NA	104732	84
NZ_CP057359	P12	46	2	0.022	0.3	0.2	NA	NA	NA	NA	100338	93
NZ_CP058059	P12	46	1	0.011	0.2	0.1	NA	NA	NA	NA	94718	89
NZ_CP047090	P12	46	2	0.021	0.3	0.2	NA	NA	NA	NA	96320	96
NZ_CP034163	P12	46	1	0.01	0.2	0.1	NA	NA	NA	NA	95683	101
NZ_CP010882	P12	46	2	0.017	0.3	0.2	NA	NA	NA	NA	122966	115
NZ_CP014498	P12	46	2	0.011	0.3	0.2	NA	NA	NA	NA	209768	185
NZ_CP015140	P12	46	2	0.017	0.3	0.2	NA	NA	NA	NA	129154	119
NZ_CP015070	P12	46	2	0.019	0.3	0.2	NA	NA	NA	NA	111851	104
NZ_CP015914	P12	46	2	0.018	0.3	0.2	NA	NA	NA	NA	129035	112
NZ_CP018105	P12	46	2	0.036	0.3	0.2	NA	NA	NA	NA	67946	55
NZ_CP018117	P12	46	2	0.036	0.3	0.2	NA	NA	NA	NA	67946	55
NZ_CP018123	P12	46	2	0.036	0.3	0.2	NA	NA	NA	NA	67946	55
NZ_CP018111	P12	46	2	0.036	0.3	0.2	NA	NA	NA	NA	67946	55
NZ_CP018207	P12	46	2	0.022	0.3	0.2	NA	NA	NA	NA	113140	90
NZ_CP010179	P12	46	2	0.02	0.3	0.2	NA	NA	NA	NA	116417	99
NZ_CP018947	P12	46	2	0.015	0.3	0.2	NA	NA	NA	NA	143972	137
NZ_CP018952	P12	46	2	0.016	0.3	0.2	NA	NA	NA	NA	132345	126
NZ_CP018969	P12	46	2	0.024	0.3	0.2	NA	NA	NA	NA	82364	82
NZ_CP018982	P12	46	2	0.022	0.3	0.2	NA	NA	NA	NA	100168	92
NZ_CP019028	P12	46	2	0.014	0.3	0.2	NA	NA	NA	NA	147346	140
NZ_CP018998	P12	46	2	0.02	0.3	0.2	NA	NA	NA	NA	99006	101
NZ_CP019009	P12	46	2	0.015	0.3	0.2	NA	NA	NA	NA	130905	130
NZ_CP020117	P12	46	2	0.019	0.3	0.2	NA	NA	NA	NA	107210	106
NZ_CP021180	P12	46	2	0.016	0.3	0.2	NA	NA	NA	NA	135720	127
NZ_CP034956	P12	46	2	0.023	0.3	0.2	NA	NA	NA	NA	98397	88
NZ_CP021690	P12	46	2	0.014	0.3	0.2	NA	NA	NA	NA	163045	147
NZ_CP021871	P12	46	2	0.016	0.3	0.2	NA	NA	NA	NA	134899	126
NZ_CP023816	P12	46	2	0.014	0.3	0.2	NA	NA	NA	NA	145883	138
NZ_CP024831	P12	46	2	0.01	0.3	0.2	NA	NA	NA	NA	216181	201
NZ_CP024816	P12	46	2	0.011	0.3	0.2	NA	NA	NA	NA	176274	175
NZ_CP024863	P12	46	2	0.016	0.3	0.2	NA	NA	NA	NA	139059	128
NZ_CP024805	P12	46	2	0.02	0.3	0.2	NA	NA	NA	NA	111310	100
NZ_CP025708	P12	46	2	0.01	0.3	0.2	NA	NA	NA	NA	184098	196
NZ_CP026474	P12	46	2	0.021	0.3	0.2	NA	NA	NA	NA	107229	94
NZ_CP027537	P12	46	2	0.02	0.3	0.2	NA	NA	NA	NA	100279	102
NZ_CP020519	P12	46	2	0.019	0.3	0.2	NA	NA	NA	NA	120667	104
NZ_CP028576	P12	46	2	0.018	0.3	0.2	NA	NA	NA	NA	112422	114
NZ_CP029181	P12	46	2	0.022	0.3	0.2	NA	NA	NA	NA	145524	93
NZ_CP029580	P12	46	2	0.012	0.3	0.2	NA	NA	NA	NA	178078	171
NZ_CP028484	P12	46	2	0.017	0.3	0.2	NA	NA	NA	NA	128911	117
NZ_CP031137	P12	46	2	0.029	0.3	0.2	NA	NA	NA	NA	77958	69
NZ_CP032202	P12	46	2	0.015	0.3	0.2	NA	NA	NA	NA	140509	132
NZ_CP032258	P12	46	2	0.017	0.3	0.2	NA	NA	NA	NA	128033	120
NZ_CP033251	P12	46	2	0.018	0.3	0.2	NA	NA	NA	NA	164062	111
NZ_CP033400	P12	46	2	0.024	0.3	0.2	NA	NA	NA	NA	91652	83
NZ_CP033847	P12	46	2	0.015	0.3	0.2	NA	NA	NA	NA	143865	135
NZ_CP023854	P12	46	2	0.015	0.3	0.2	NA	NA	NA	NA	135053	134
NZ_CP023827	P12	46	2	0.016	0.3	0.2	NA	NA	NA	NA	125877	124
NZ_CP023845	P12	46	2	0.011	0.3	0.2	NA	NA	NA	NA	181324	174
NZ_CP034590	P12	46	2	0.023	0.3	0.2	NA	NA	NA	NA	145704	87
NZ_CP035478	P12	46	2	0.014	0.3	0.2	NA	NA	NA	NA	149312	143
NZ_CP034396	P12	46	2	0.016	0.3	0.2	NA	NA	NA	NA	134635	126
NZ_CP034401	P12	46	2	0.016	0.3	0.2	NA	NA	NA	NA	134611	128
NZ_CP035517	P12	46	2	0.014	0.3	0.2	NA	NA	NA	NA	149317	144
NZ_CP035468	P12	46	2	0.014	0.3	0.2	NA	NA	NA	NA	151747	147
NZ_CP036244	P12	46	2	0.014	0.3	0.2	NA	NA	NA	NA	146792	147
NZ_CP020496	P12	46	2	0.019	0.3	0.2	NA	NA	NA	NA	120668	104
NZ_CP040398	P12	46	2	0.025	0.3	0.2	NA	NA	NA	NA	98470	79
NZ_CP029422	P12	46	2	0.024	0.3	0.2	NA	NA	NA	NA	89323	85
NZ_CP045279	P12	46	2	0.028	0.3	0.2	NA	NA	NA	NA	82182	72
NZ_CP041338	P12	46	2	0.013	0.3	0.2	NA	NA	NA	NA	161372	155
NZ_CP048345	P12	46	2	0.026	0.3	0.2	NA	NA	NA	NA	97111	77
NZ_CP048377	P12	46	2	0.03	0.3	0.2	NA	NA	NA	NA	86996	67
NZ_CP043407	P12	46	2	0.015	0.3	0.2	NA	NA	NA	NA	122112	131
NZ_CP047406	P12	46	2	0.014	0.3	0.2	NA	NA	NA	NA	142890	138
NZ_CP054941	P12	46	2	0.014	0.3	0.2	NA	NA	NA	NA	142890	141
NZ_CP054220	P12	46	2	0.016	0.3	0.2	NA	NA	NA	NA	128954	123
NZ_CP054237	P12	46	2	0.016	0.3	0.2	NA	NA	NA	NA	131660	129
NZ_AP023225	P12	46	2	0.021	0.3	0.2	NA	NA	NA	NA	108281	97
NZ_AP023238	P12	46	2	0.022	0.3	0.2	NA	NA	NA	NA	93649	91
NZ_CP050041	P12	46	2	0.027	0.3	0.2	NA	NA	NA	NA	89748	74
NZ_AP021999	P12	46	2	0.022	0.3	0.2	NA	NA	NA	NA	105864	92
NZ_AP022033	P12	46	2	0.022	0.3	0.2	NA	NA	NA	NA	105867	92
NZ_AP022045	P12	46	2	0.014	0.3	0.2	NA	NA	NA	NA	148598	145
NZ_AP022065	P12	46	2	0.016	0.3	0.2	NA	NA	NA	NA	134864	127
NZ_AP022178	P12	46	2	0.021	0.3	0.2	NA	NA	NA	NA	123262	96
NZ_AP023428	P12	46	2	0.025	0.3	0.2	NA	NA	NA	NA	120829	81
NZ_CP058620	P12	46	2	0.032	0.3	0.2	NA	NA	NA	NA	67321	62
NZ_AP022535	P12	46	2	0.019	0.3	0.2	NA	NA	NA	NA	101966	103
NZ_AP022550	P12	46	2	0.021	0.3	0.2	NA	NA	NA	NA	88121	94
NZ_CP048011	P12	46	2	0.03	0.3	0.2	NA	NA	NA	NA	76937	67
NZ_CP069455	P12	46	2	0.067	0.3	0.2	NA	NA	NA	NA	34826	30
NZ_CP069560	P12	46	2	0.032	0.3	0.2	NA	NA	NA	NA	67959	62
NZ_CP069974	P12	46	2	0.016	0.3	0.2	NA	NA	NA	NA	136429	126
NZ_CP069982	P12	46	2	0.017	0.3	0.2	NA	NA	NA	NA	116491	116
NZ_CP070008	P12	46	2	0.011	0.3	0.2	NA	NA	NA	NA	198318	178
NZ_CP063333	P12	46	2	0.024	0.3	0.2	NA	NA	NA	NA	109936	85
NZ_CP063343	P12	46	2	0.018	0.3	0.2	NA	NA	NA	NA	117739	111
NZ_CP063488	P12	46	2	0.016	0.3	0.2	NA	NA	NA	NA	172246	124
NZ_CP063516	P12	46	2	0.014	0.3	0.2	NA	NA	NA	NA	149434	142
NZ_CP070923	P12	46	2	0.033	0.3	0.2	NA	NA	NA	NA	102703	61
NZ_LS992169	P12	46	2	0.013	0.3	0.2	NA	NA	NA	NA	172923	159
NZ_LS992186	P12	46	2	0.014	0.3	0.2	NA	NA	NA	NA	164477	138
NZ_LR130553	P12	46	2	0.022	0.3	0.2	NA	NA	NA	NA	123043	93
NZ_LR595692	P12	46	2	0.023	0.3	0.2	NA	NA	NA	NA	98473	87
NZ_LR882051	P12	46	2	0.025	0.3	0.2	NA	NA	NA	NA	94955	81
NZ_LR890336	P12	46	1	0.01	0.2	0.1	NA	NA	NA	NA	98796	101
NZ_LR890300	P12	46	2	0.013	0.3	0.2	NA	NA	NA	NA	160467	155
NZ_LR890467	P12	46	2	0.013	0.3	0.2	NA	NA	NA	NA	160530	155
NZ_LR890607	P12	46	2	0.017	0.3	0.2	NA	NA	NA	NA	126618	116
NZ_LR890694	P12	46	2	0.017	0.3	0.2	NA	NA	NA	NA	112822	115
NZ_CP051610	P12	46	2	0.02	0.3	0.2	NA	NA	NA	NA	113351	101
NZ_CP051616	P12	46	2	0.016	0.3	0.2	NA	NA	NA	NA	134872	127
NZ_CP063775	P12	46	2	0.039	0.3	0.2	NA	NA	NA	NA	58468	51
NZ_AP022327	P12	46	2	0.015	0.3	0.2	NA	NA	NA	NA	139450	133
NZ_CP061751	P12	46	2	0.026	0.3	0.2	NA	NA	NA	NA	96198	77
NZ_CP062902	P12	46	2	0.022	0.3	0.2	NA	NA	NA	NA	96199	92
NZ_CP024039	P12	46	2	0.017	0.3	0.2	NA	NA	NA	NA	125285	118
NZ_LR890563	P12	46	2	0.013	0.3	0.2	NA	NA	NA	NA	159592	150
NC_050153	P12	46	1	0.012	0.9	0.5	NA	NA	NA	NA	80732	86
NZ_LR883007	P12	46	1	0.02	0.9	0.5	NA	NA	NA	NA	46243	49
NZ_CP014491	P12	46	1	0.015	0.9	0.5	NA	NA	NA	NA	62572	67
NZ_CP055252	P12	46	1	0.018	0.9	0.5	NA	NA	NA	NA	46914	56
NZ_CP030784	P12	46	1	0.01	0.1	0.1	NA	NA	NA	NA	100347	104
NZ_CP034164	P12	46	1	0.011	0.1	0.1	NA	NA	NA	NA	96264	91
NZ_CP010234	P12	46	1	0.015	0.1	0.1	NA	NA	NA	NA	117266	65
NZ_CP020936	P12	46	1	0.015	0.1	0.1	NA	NA	NA	NA	64749	66
NZ_CP032890	P12	46	1	0.012	0.1	0.1	NA	NA	NA	NA	91014	83
NZ_CP019262	P12	46	1	0.009	0.1	0.1	NA	NA	NA	NA	149653	108
NZ_CP032239	P12	46	1	0.009	0.1	0.1	NA	NA	NA	NA	159756	112
NZ_CP040070	P12	46	1	0.014	0.1	0.1	NA	NA	NA	NA	82718	70
NZ_CP046005	P12	46	1	0.011	0.1	0.1	NA	NA	NA	NA	95543	90
NZ_CP041630	P12	46	1	0.011	0.1	0.1	NA	NA	NA	NA	92595	91
NZ_CP048027	P12	46	1	0.013	0.1	0.1	NA	NA	NA	NA	88706	77
NZ_CP052881	P12	46	1	0.012	0.1	0.1	NA	NA	NA	NA	93854	84
NZ_CP059290	P12	46	1	0.011	0.1	0.1	NA	NA	NA	NA	92457	95
NZ_CP060066	P12	46	1	0.01	0.1	0.1	NA	NA	NA	NA	148192	100
NZ_CP060750	P12	46	1	0.008	0.1	0.1	NA	NA	NA	NA	129702	125
NZ_CP062860	P12	46	1	0.011	0.1	0.1	NA	NA	NA	NA	97512	89
NZ_CP062905	P12	46	1	0.011	0.1	0.1	NA	NA	NA	NA	97516	88
NZ_CP048823	P12	46	1	0.01	0.1	0.1	NA	NA	NA	NA	115329	101
NZ_CP063469	P12	46	1	0.011	0.1	0.1	NA	NA	NA	NA	129986	91
NZ_LT883139	P12	46	1	0.013	0.1	0.1	NA	NA	NA	NA	118720	80
NZ_LR882053	P12	46	1	0.009	0.1	0.1	NA	NA	NA	NA	113096	113
NZ_CP043218	P12	46	1	0.011	0.1	0.1	NA	NA	NA	NA	102028	87
NZ_CP061756	P12	46	1	0.01	0.1	0.1	NA	NA	NA	NA	115966	96
NZ_CP053046	P12	46	1	0.009	0.1	0.1	NA	NA	NA	NA	130643	111
NZ_CP055600	P12	46	1	0.009	0.1	0.1	NA	NA	NA	NA	113051	109
NZ_CP057105	P12	46	1	0.011	0.1	0.1	NA	NA	NA	NA	97856	89
NZ_CP057257	P12	46	1	0.011	0.1	0.1	NA	NA	NA	NA	96234	92
NZ_CP012683	P12	46	1	0.01	0.1	0.1	NA	NA	NA	NA	112639	99
NZ_CP056375	pCAV	30	72	0.626	72	71.5	pCAV_Composition_2	73	3	72	107685	115
NZ_CP068974	pCAV	30	73	0.613	73	72.5	pCAV_Composition_2	73	3	73	108342	119
NZ_CP032196	pCAV	30	73	0.619	73	72.5	pCAV_Composition_2	73	3	73	109398	118
NZ_CP065827	pCAV	30	71	0.607	71	70.5	pCAV_Composition_2	73	3	72	110785	117
NZ_CP027615	pCAV	30	72	0.615	72	71.5	pCAV_Composition_2	73	3	72	108623	117
NZ_CP057316	pCAV	30	66	0.564	66	65.5	pCAV_Composition_8	72	3	69	110717	117
NZ_AP024176	pCAV	30	70	0.609	70	69.5	pCAV_Composition_2	73	3	71	110494	115
NZ_CP011616	pCAV	30	72	0.562	72	71.5	pCAV_Composition_2	73	3	73	117623	128
NZ_CP011594	pCAV	30	72	0.6	72	71.5	pCAV_Composition_2	73	3	73	111395	120
NZ_CP017931	pCAV	30	72	0.6	72	71.5	pCAV_Composition_2	73	3	73	111395	120
NZ_CP018360	pCAV	30	65	0.58	65	64.7	pCAV_Composition_5	67	3	67	111017	112
NZ_CP031578	pCAV	30	43	0.652	43	42.9	pCAV_Composition_6	44	3	44	60477	66
NZ_CP056140	pCAV	30	39	0.351	39	38.5	pCAV_Composition_1	42	3	42	108254	111
NZ_CP031579	pCAV	30	22	0.512	22	21.8	NA	NA	NA	NA	44231	43
NZ_LR890729	pCAV	30	1	0.01	1	0.9	pCAV_Composition_9	69	3	66	103830	105
NZ_CP032183	pCAV	30	1	0.007	1	0.9	NA	NA	NA	NA	121983	140
NZ_CP056343	pCAV	30	1	0.007	1	0.9	NA	NA	NA	NA	122594	138
NZ_CP021940	pCAV	30	1	0.009	1	0.8	NA	NA	NA	NA	112868	111
NZ_CP021945	pCAV	30	1	0.009	1	0.8	NA	NA	NA	NA	112868	110
NZ_CP040729	pCAV	30	1	0.009	1	0.8	NA	NA	NA	NA	112707	108
NZ_CP019050	pCAV	30	1	0.009	1	0.8	NA	NA	NA	NA	111083	110
NZ_CP012427	pKpn	38	86	0.711	84.3	57.9	pKpn_Composition_15	86	2	86	126466	121
NZ_CP061056	pKpn	38	86	0.819	84.3	57.9	pKpn_Composition_15	86	2	86	113014	105
NZ_CP061065	pKpn	38	86	0.811	84.3	57.9	pKpn_Composition_15	86	2	86	113014	106
NZ_CP026134	pKpn	38	82	0.781	80.4	54.8	pKpn_Composition_31	83	2	83	112465	105
NZ_CP026138	pKpn	38	84	0.785	82.3	57.7	pKpn_Composition_32	85	2	85	113246	107
NZ_CP026150	pKpn	38	86	0.796	84.3	57.9	pKpn_Composition_10	89	2	87	112458	108
NZ_CP017778	pKpn	38	67	0.294	65.8	42.8	NA	NA	NA	NA	225961	228
NZ_CP028544	pKpn	38	85	0.733	83.3	56.9	pKpn_Composition_17	88	2	86	110562	116
NZ_CP031803	pKpn	38	89	0.774	87.2	60.8	pKpn_Composition_10	89	2	89	111123	115
NZ_CP063882	pKpn	38	89	0.788	87.2	60.8	pKpn_Composition_10	89	2	89	110388	113
NZ_LR890257	pKpn	38	89	0.774	87.2	60.8	pKpn_Composition_10	89	2	89	111123	115
NZ_LR890429	pKpn	38	89	0.774	87.2	60.8	pKpn_Composition_10	89	2	89	111123	115
NZ_LR890503	pKpn	38	89	0.774	87.2	60.8	pKpn_Composition_10	89	2	89	111123	115
NZ_LR890518	pKpn	38	89	0.774	87.2	60.8	pKpn_Composition_10	89	2	89	111123	115
NZ_LR890705	pKpn	38	89	0.774	87.2	60.8	pKpn_Composition_10	89	2	89	111123	115
NZ_CP069855	pKpn	38	74	0.771	72.5	48.6	pKpn_Composition_71	75	2	75	104812	96
NZ_CP015755	pKpn	38	87	0.75	85.3	59.8	pKpn_Composition_10	89	2	88	109349	116
NZ_CP016161	pKpn	38	88	0.752	86.3	60.3	pKpn_Composition_10	89	2	89	109349	117
NZ_CP055511	pKpn	38	80	0.708	78.5	52.9	pKpn_Composition_51	85	2	84	115055	113
NZ_CP056309	pKpn	38	80	0.714	78.5	52.9	pKpn_Composition_51	85	2	84	113854	112
NZ_CP016924	pKpn	38	88	0.786	86.2	59.8	pKpn_Composition_10	89	2	89	111539	112
NZ_CP012570	pKpn	38	87	0.777	85.3	58.9	pKpn_Composition_10	89	2	88	111236	112
NZ_CP012565	pKpn	38	87	0.784	85.3	58.9	pKpn_Composition_10	89	2	88	112059	111
NZ_CP032187	pKpn	38	87	0.777	85.3	59.4	pKpn_Composition_10	89	2	88	110928	112
NZ_CP056224	pKpn	38	86	0.775	84.3	58.6	pKpn_Composition_10	89	2	87	111674	111
NZ_CP070439	pKpn	38	87	0.777	85.3	59.1	pKpn_Composition_10	89	2	88	111238	112
NZ_LR890237	pKpn	38	82	0.745	80.4	54.6	pKpn_Composition_10	89	2	87	112069	110
NZ_CP019050	pKpn	38	84	0.764	82.3	56.1	pKpn_Composition_13	88	2	86	111083	110
NZ_CP020063	pKpn	38	87	0.798	85.3	59.3	pKpn_Composition_10	89	2	87	109019	109
NZ_LR890293	pKpn	38	84	0.743	82.3	56.2	pKpn_Composition_34	86	2	86	113743	113
NZ_CP027155	pKpn	38	47	0.94	46.2	30.3	NA	NA	NA	NA	49000	50
NZ_CP046383	pKpn	38	88	0.54	86.3	60.1	pKpn_Composition_10	89	2	88	150248	163
NZ_CP046951	pKpn	38	89	0.546	87.2	60.8	pKpn_Composition_10	89	2	89	150267	163
NZ_CP046941	pKpn	38	89	0.574	87.2	60.8	pKpn_Composition_10	89	2	89	150240	155
NZ_CP061391	pKpn	38	81	0.75	79.4	54	pKpn_Composition_48	83	2	83	112025	108
NZ_CP014756	pKpn	38	80	0.702	78.4	53.1	pKpn_Composition_9	83	2	83	121030	114
