seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
NZ_CP032859	9827	No terminal repeats	14	11	0.9939	NA	3	5.334	MOBV	NA
NZ_CP049122	33858	No terminal repeats	45	11	0.9939	NA	9	24.7034	T_virB1;T_virB2;virb4;T_virB6;T_virB8;T_virB9;T_virB11	NA
NZ_CP032139	7654	No terminal repeats	9	11	0.9939	NA	2	5.1286	MOBQ	NA
NZ_CP028804	323935	No terminal repeats	373	11	0.9939	NA	47	180.7951	MOBH;t4cp1;F_traL;F_traE;F_traK;F_traB;F_traV;virb4;F_traW;F_traU;F_traL;F_traE;F_traK;F_traV;virb4;F_traW;F_traU;F_trbC;F_traN;F_traF;F_traH;F_traG;MOBF;F_traF;F_traH;F_traG;T_virB1	NF012174;NF012171;NF000052;NF033085;NF000402;NF012178;NF000088;NF000088;NF012178
NZ_CP092794	198615	No terminal repeats	221	11	0.9939	NA	2	68.6692	NA	NF033134
NC_020823	17882	No terminal repeats	30	11	0.9939	NA	1	7.2187	NA	NA
NZ_CP027248	18485	No terminal repeats	23	11	0.9939	NA	1	15.9537	MOBQ	NA
NZ_CP069292	11064	No terminal repeats	9	11	0.9939	NA	2	6.4685	MOBQ	NA
NZ_CP033161	6346	No terminal repeats	6	11	0.9939	NA	4	6.4154	MOBQ;MOBQ	NA
NZ_OW970317	174327	No terminal repeats	178	11	0.9939	NA	21	83.1239	MOBF;F_traG;F_traH;F_traF;F_traN;F_traU;F_traW;virb4;F_traV;F_traB;F_traK;F_traE;F_traL	NF033114
NZ_CP085148	108277	No terminal repeats	112	11	0.9939	NA	12	64.2938	MOBP1;T_virB6;T_virB11;T_virB10;T_virB9;T_virB8;virb4;T_virB3;T_virB2	NA
NZ_CP029953	217395	No terminal repeats	244	11	0.9939	NA	18	174.7958	F_traE;F_traB;F_traV;virb4;F_traW;F_traU;F_traG;F_traH;F_traF;MOBH;t4cp1	NF000052;NF012171
NZ_CP063859	262519	No terminal repeats	277	11	0.9939	NA	27	121.0894	MOBF;F_traG;F_traH;F_traF;F_traN;F_trbC;F_traU;F_traW;virb4;F_traV;F_traK;F_traE;F_traL	NF000402;NF012174;NF000088;NF012178;NF033144;NF000270;NF000225;NF012171;NF000052;NF012174;NF000051
NZ_CP031975	6725	No terminal repeats	11	11	0.9939	NA	1	4.6999	NA	NA
NZ_CP056410	145381	No terminal repeats	151	11	0.9939	NA	23	64.749	F_traL;F_traE;F_traK;F_traV;F_traW;F_traU;F_traN;F_traN;F_traF;F_traH;F_traG;MOBF	NA
NZ_CP036436	19305	No terminal repeats	19	11	0.9939	NA	2	13.3844	MOBC	NA
NZ_CP104979	4305	No terminal repeats	7	11	0.9939	NA	0	3.7395	NA	NA
NZ_CP016919	70830	No terminal repeats	83	11	0.9939	NA	1	26.1463	MOBC	NF000052;NF012171;NF012174;NF033144;NF000225;NF000270
NZ_CP061390	183887	No terminal repeats	191	11	0.9939	NA	2	62.8026	NA	NF000402;NF000052;NF012171
NZ_CP010367	5413	No terminal repeats	13	11	0.9939	NA	3	6.8031	MOBP1	NA
NZ_CP053667	129090	No terminal repeats	149	11	0.9939	NA	2	49.7444	NA	NF000402
NZ_CP021101	8618	No terminal repeats	14	11	0.9939	NA	3	7.4901	NA	NA
NZ_CP017277	40209	No terminal repeats	46	11	0.9939	NA	3	24.0519	FATA_trsC;FATA_trsD;FATA_trsF	NA
NZ_CP075733	33858	No terminal repeats	45	11	0.9939	NA	9	24.7034	T_virB1;T_virB2;virb4;T_virB6;T_virB8;T_virB9;T_virB11	NA
NZ_CP046651	5897	No terminal repeats	7	11	0.9939	NA	0	3.6647	NA	NA
NZ_LT591905	5597	No terminal repeats	8	11	0.9939	NA	1	4.4739	MOBQ	NA
NZ_CP047221	66704	No terminal repeats	69	11	0.9939	NA	10	29.2743	T_virB5;T_virB10;T_virB9;T_virB8;T_virB2;T_virB11;MOBP1	NA
NZ_CP054741	87095	No terminal repeats	104	11	0.9939	NA	18	56.9439	MOBP1;I_trbB;I_trbA;I_traY;I_traW;traU;I_traR;I_traQ;I_traP;I_traO;I_traN;I_traL;I_traK;I_traI	NF012174
NZ_CP054735	87095	No terminal repeats	104	11	0.9939	NA	18	56.9439	MOBP1;I_trbB;I_trbA;I_traY;I_traW;traU;I_traR;I_traQ;I_traP;I_traO;I_traN;I_traL;I_traK;I_traI	NF012174
NZ_CP054777	87095	No terminal repeats	104	11	0.9939	NA	18	56.9439	MOBP1;I_trbB;I_trbA;I_traY;I_traW;traU;I_traR;I_traQ;I_traP;I_traO;I_traN;I_traL;I_traK;I_traI	NF012174
NZ_CP043854	166898	No terminal repeats	181	11	0.9939	NA	22	97.2275	F_traL;F_traE;F_traK;F_traB;F_traV;virb4;F_traW;F_traU;F_traU;F_traN;F_traF;F_traH;F_traG;MOBF	NF000402
NZ_CP018698	96072	No terminal repeats	130	11	0.9939	NA	16	50.1063	F_traV;F_traB;F_traK;F_traE;F_traL;t4cp1;MOBH;T_virB1;F_traG;F_traH;F_traF	NF000052;NF012171;NF012174;NF000225
NZ_CP120605	20604	No terminal repeats	23	11	0.9939	NA	2	9.2555	MOBP1;MOBP1	NA
NZ_CP011641	199444	No terminal repeats	214	11	0.9939	NA	26	104.9614	MOBF;F_traG;F_traH;F_traF;F_traN;F_trbC;F_traU;F_traW;virb4;F_traV;F_traK;F_traE;F_traL	NF000402
NZ_CP046118	62663	No terminal repeats	78	11	0.9939	NA	9	46.5025	T_virB1;T_virB3;virb4;T_virB5;T_virB6;T_virB8;T_virB9	NF012147;NF000005
NZ_AP025805	370206	No terminal repeats	412	11	0.9939	NA	18	219.0181	F_traE;F_traK;F_traB;F_traV;virb4;F_traW;F_traU;F_trbC;F_traG;F_traH;F_traF;MOBH;t4cp1	NF012147;NF000125
NZ_CP068517	6159	No terminal repeats	6	11	0.9939	NA	1	2.83	NA	NA
NZ_CP075086	24381	No terminal repeats	26	11	0.9939	NA	1	30.5655	NA	NA
NZ_CP050387	7540	No terminal repeats	11	11	0.9939	NA	0	6.9396	NA	NA
NZ_CP087394	5731	No terminal repeats	8	11	0.9939	NA	1	4.2235	NA	NA
NZ_CP016697	6153	No terminal repeats	6	11	0.9939	NA	1	2.83	NA	NA
NZ_CP022824	240771	No terminal repeats	265	11	0.9939	NA	23	122.1074	MOBF;F_traG;F_traH;F_traF;F_traN;F_trbC;F_traU;F_traW;virb4;F_traV;F_traK;F_traE;F_traL	NF000402
NZ_CP081309	51479	No terminal repeats	65	11	0.9939	NA	9	25.4001	T_virB1;T_virB2;virb4;T_virB6;T_virB8;T_virB9;T_virB11	NF040806
NZ_CP018764	13522	No terminal repeats	17	11	0.9939	NA	1	5.9557	NA	NA
NC_019433	6159	No terminal repeats	6	11	0.9939	NA	1	2.83	NA	NA
NZ_CP032442	6159	No terminal repeats	6	11	0.9939	NA	1	2.83	NA	NA
NZ_CP097522	7015	No terminal repeats	8	11	0.9939	NA	1	6.4678	NA	NA
NZ_CP085985	53154	No terminal repeats	70	11	0.9939	NA	9	30.2899	T_virB2;virb4;T_virB6;T_virB8;T_virB9;T_virB11	NF012174
NZ_CP087646	273290	No terminal repeats	304	11	0.9939	NA	26	119.8945	MOBF;F_traG;F_traH;F_traF;F_traN;F_trbC;F_traU;F_traW;virb4;F_traV;F_traK;F_traE;F_traL	NF000402;NF000052;NF012171;NF012174
NZ_CP083810	207704	No terminal repeats	214	11	0.9939	NA	16	84.2949	G_tfc2;G_tfc3;T_virB1;G_tfc5;t4cp1;G_tfc7;G_tfc8;G_tfc9;G_tfc10;G_tfc11;G_tfc12;G_tfc13;G_tfc14;G_tfc15;virb4;G_tfc17;G_tfc24;G_tfc23;G_tfc22;G_tfc18;G_tfc19	NF000402
NZ_AP022181	4491	No terminal repeats	7	11	0.9939	NA	2	4.124	NA	NA
NZ_CP101306	81935	No terminal repeats	85	11	0.9939	NA	3	36.4848	NA	NA
NZ_CP055540	124541	No terminal repeats	140	11	0.9939	NA	23	64.1637	F_traL;F_traE;F_traK;F_traV;virb4;F_traW;F_traU;F_traN;F_traN;F_traF;F_traH;F_traG;MOBF	NA
NZ_CP092787	198615	No terminal repeats	221	11	0.9939	NA	2	68.6692	NA	NF033134
NZ_CP090935	34269	No terminal repeats	39	11	0.9939	NA	0	14.2171	NA	NA
NZ_CP089431	34269	No terminal repeats	39	11	0.9939	NA	0	14.2171	NA	NA
NZ_CP084199	171886	No terminal repeats	151	11	0.9939	NA	1	43.2568	NA	NF033105
NZ_CP025945	13138	No terminal repeats	20	11	0.9939	NA	0	6.9871	NA	NA
NZ_CP095236	58972	No terminal repeats	78	11	0.9939	NA	4	24.7972	NA	NA
NZ_CP091069	221776	No terminal repeats	241	11	0.9939	NA	2	76.8973	NA	NF000402;NF033134
NZ_AP021979	4667	No terminal repeats	3	11	0.9939	NA	2	2.9406	MOBP1	NA
NZ_CP058945	50126	No terminal repeats	66	11	0.9939	NA	10	24.6542	T_virB1;T_virB2;virb4;virb4;T_virB6;T_virB8;T_virB9;T_virB11	NF040806
NZ_CP091576	3554	No terminal repeats	5	11	0.9939	NA	1	3.0666	NA	NA
NZ_CP106816	4207	No terminal repeats	10	11	0.9939	NA	2	7.5107	NA	NA
NZ_CP039444	321889	No terminal repeats	329	11	0.9939	NA	22	144.2933	MOBP1;I_traE;I_traI;I_traK;I_traL;I_traN;I_traO;I_traP;I_traQ;I_traR;I_traT;traU;I_traV;I_traW;I_traY;I_trbA;I_trbB;MOBP1	NF000496;NF000107;NF012171;NF012174
NZ_CP066526	10060	No terminal repeats	14	11	0.9939	NA	3	7.8883	MOBC	NA
NZ_CP083848	4938	No terminal repeats	6	11	0.9939	NA	2	4.3837	MOBP1	NA
NZ_LR135228	56226	No terminal repeats	62	11	0.9939	NA	2	28.5319	MOBP2	NA
NZ_CP029168	4203	No terminal repeats	5	11	0.9939	NA	1	1.5324	MOBV	NA
NZ_CP071088	9730	No terminal repeats	11	11	0.9939	NA	1	5.7732	MOBC	NA
NZ_CP026025	81180	No terminal repeats	104	11	0.9939	NA	11	54.0186	T_virB9;T_virB8;T_virB6;T_virB5;virb4;T_virB3;T_virB1	NA
NZ_CP027138	90735	No terminal repeats	133	11	0.9939	NA	17	56.0306	T_virB6;T_virB8;T_virB8;T_virB9;T_virB9;T_virB11;T_virB2;virb4;T_virB6;T_virB8;T_virB8;T_virB9;T_virB11	NA
NZ_CP079889	6662	No terminal repeats	8	11	0.9939	NA	1	3.7436	MOBQ	NA
NZ_CP060752	32368	No terminal repeats	38	11	0.9939	NA	9	28.1601	T_virB2;virb4;T_virB6;T_virB8;T_virB9;MOBC	NA
NZ_CP087658	219068	No terminal repeats	235	11	0.9939	NA	2	75.9052	NA	NF000402;NF033134
NZ_CP080108	332184	No terminal repeats	357	11	0.9939	NA	18	201.8812	F_traE;F_traK;F_traB;F_traV;virb4;F_traW;F_traU;F_trbC;F_traG;F_traH;F_traF;MOBH;t4cp1	NF000225;NF000270;NF000225
NZ_CP074353	41462	No terminal repeats	55	11	0.9939	NA	9	46.4684	T_virB9;T_virB8;T_virB6;T_virB5;virb4;T_virB3;T_virB1	NA
NZ_CP028113	94220	No terminal repeats	104	11	0.9939	NA	5	45.7774	MOBP1	NA
NZ_CP047530	197840	No terminal repeats	215	11	0.9939	NA	10	120.5026	F_traW;F_traU;F_trbC;F_traE;F_traB;F_traV;virb4;F_traW	NF033144;NF000270;NF000225;NF000107;NF012174;NF000027;NF000272
NZ_CP035647	3030	No terminal repeats	4	11	0.9939	NA	0	3.4366	NA	NA
NZ_AP022520	266476	No terminal repeats	284	11	0.9939	NA	17	157.3673	F_traE;F_traK;F_traB;F_traV;virb4;F_traW;F_traU;F_trbC;t4cp1;MOBH;F_traF;F_traH;F_traG	NF012147;NF000095;NF000225
NZ_CP086680	46324	No terminal repeats	72	11	0.9939	NA	2	22.697	NA	NF012174
NZ_CP026182	61178	No terminal repeats	64	11	0.9939	NA	0	22.2577	NA	NA
NZ_CP117363	84245	No terminal repeats	113	11	0.9939	NA	16	43.3788	F_traV;F_traB;F_traK;F_traE;F_traL;t4cp1;MOBH;F_traF;F_traH;F_traG;T_virB1	NF033085;NF000052;NF012171;NF012174
NZ_CP067373	226169	No terminal repeats	222	11	0.9939	NA	16	89.0469	MOBF;F_traG;F_traH;F_traF;F_traN;F_trbC;F_traU;F_traW	NF000402;NF000270;NF000225;NF012171;NF000052;NF012174
NZ_CP113030	17850	No terminal repeats	25	11	0.9939	NA	2	11.4449	NA	NF000025
NZ_CP024332	5868	No terminal repeats	6	11	0.9939	NA	1	5.1548	NA	NA
NZ_CP047738	37715	No terminal repeats	45	11	0.9939	NA	0	13.3694	NA	NF012174;NF012147;NF000225;NF012178;NF000088
NZ_CP065847	223863	No terminal repeats	243	11	0.9939	NA	3	81.6263	NA	NF000402
NZ_CP039454	151140	No terminal repeats	167	11	0.9939	NA	25	96.2925	F_traL;F_traE;F_traK;F_traB;F_traV;virb4;F_traW;F_traU;F_trbC;F_traN;F_traF;F_traH;F_traG;MOBF	NF012174
NZ_CP021948	38384	No terminal repeats	40	11	0.9939	NA	0	11.7242	NA	NF000270;NF000225
NZ_CP082893	11205	DTR	15	11	0.9939	NA	1	7.0816	MOBQ	NA
NZ_CP066578	56293	No terminal repeats	65	11	0.9939	NA	2	32.0837	MOBP2	NA
NZ_CP016716	44205	No terminal repeats	45	11	0.9939	NA	6	17.0606	MOBP1	NA
NZ_CP093171	4671	No terminal repeats	8	11	0.9939	NA	2	6.3703	MOBP1	NA
NZ_AP025880	376245	No terminal repeats	420	11	0.9939	NA	19	221.8765	F_traE;F_traK;F_traB;F_traV;virb4;F_traW;F_traU;F_trbC;F_traG;F_traH;F_traF;MOBH;MOBH;t4cp1	NF012147;NF000125
NZ_CP029690	188342	No terminal repeats	215	11	0.9939	NA	16	167.4998	F_traE;F_traB;F_traV;virb4;F_traW;F_traU;F_traG;F_traH;F_traF;MOBH;t4cp1	NF012171;NF000052
NZ_CP034811	199685	No terminal repeats	171	11	0.9939	NA	0	26.1465	NA	NA
NZ_CP035386	119994	No terminal repeats	122	11	0.9939	NA	27	70.6897	MOBF;F_traG;F_traH;F_traF;F_traN;F_trbC;F_traU;F_traW;virb4;F_traV;F_traK;F_traE;F_traL	NA
NZ_CP085892	87106	No terminal repeats	107	11	0.9939	NA	19	58.1215	I_trbB;I_trbA;I_traY;I_traW;traU;I_traR;I_traQ;I_traP;I_traO;I_traO;I_traN;I_traL;I_traK;I_traI;MOBP1	NF012174
NZ_CP033691	9611	No terminal repeats	9	11	0.9939	NA	0	3.9045	NA	NA
NZ_CP104329	123517	No terminal repeats	141	11	0.9939	NA	8	67.5171	MOBP1;T_virB9;T_virB8;T_virB6	NF000052;NF012171;NF012174
NZ_CP102395	11934	No terminal repeats	15	11	0.9939	NA	3	7.8883	MOBC	NA
NZ_CP089023	227890	No terminal repeats	247	11	0.9939	NA	2	80.1295	NA	NF000402;NF033134
NZ_CP091608	225457	No terminal repeats	242	11	0.9939	NA	16	182.1244	F_traW;F_traU;F_traG;F_traH;F_traF;MOBH;t4cp1;F_traE;F_traB;F_traV;virb4	NF012174;NF000402
NZ_CP032988	84688	No terminal repeats	95	11	0.9939	NA	1	29.1529	NA	NF012174;NF012174;NF000402
NZ_CP018724	61012	No terminal repeats	76	11	0.9939	NA	1	23.9194	NA	NF000052;NF012171;NF012174
NZ_CP100113	87095	No terminal repeats	104	11	0.9939	NA	18	56.9439	MOBP1;I_trbB;I_trbA;I_traY;I_traW;traU;I_traR;I_traQ;I_traP;I_traO;I_traN;I_traL;I_traK;I_traI	NF012174
NZ_CP041397	38629	No terminal repeats	54	11	0.9939	NA	1	20.018	NA	NA
NZ_CP061325	5553	No terminal repeats	6	11	0.9939	NA	1	2.83	NA	NA
NZ_AP020319	34268	No terminal repeats	41	11	0.9939	NA	1	16.3456	NA	NF033693;NF000493;NF000025;NF012167;NF040806
NZ_CP102839	84881	No terminal repeats	102	11	0.9939	NA	19	57.322	MOBP1;I_traI;I_traK;I_traL;I_traN;I_traO;I_traO;I_traP;I_traQ;I_traR;traU;I_traW;I_traY;I_trbA;I_trbB	NF012174
NZ_CP116412	9367	No terminal repeats	11	11	0.9939	NA	4	5.7954	MOBP1	NA
NZ_CP070153	3004	No terminal repeats	3	11	0.9939	NA	1	2.6696	MOBQ	NA
NZ_CP083450	342726	No terminal repeats	323	11	0.9939	NA	1	70.9353	NA	NF033135;NF012174;NF033145;NF000125;NF000496
NZ_CP056677	93159	No terminal repeats	99	11	0.9939	NA	6	43.6459	F_traL;F_traE	NF000402
NZ_CP016411	316814	No terminal repeats	320	11	0.9939	NA	22	141.8592	MOBP1;I_traE;I_traI;I_traK;I_traL;I_traN;I_traO;I_traP;I_traQ;I_traR;I_traT;traU;I_traV;I_traW;I_traY;I_trbA;I_trbB;MOBP1	NF012171;NF012174;NF000107
NZ_CP031397	53798	No terminal repeats	62	4	0.9939	NA	1	52.6841	NA	NA
NZ_CP065035	191744	No terminal repeats	194	11	0.9939	NA	5	63.1503	MOBF	NF000402
NZ_CP080579	10985	No terminal repeats	15	11	0.9939	NA	2	8.8592	MOBQ	NA
NZ_CP029662	27238	No terminal repeats	30	11	0.9939	NA	2	7.7985	NA	NF012167;NF040806
NZ_AP018380	5819	No terminal repeats	9	11	0.9939	NA	1	4.4739	MOBQ	NA
NZ_CP077909	46752	No terminal repeats	56	11	0.9939	NA	0	19.1915	NA	NF040806;NF012167;NF040806;NF012167
NZ_CP048253	4207	No terminal repeats	10	11	0.9939	NA	2	7.048	NA	NA
NZ_AP026892	3701	No terminal repeats	5	11	0.9939	NA	3	4.5731	NA	NA
NZ_CP076012	49065	No terminal repeats	62	11	0.9939	NA	1	17.7375	NA	NF012171;NF000052;NF000225;NF000270
NZ_CP061532	85479	No terminal repeats	98	11	0.9939	NA	8	36.1704	T_virB11;T_virB9;T_virB8;T_virB6;virb4;T_virB2	NA
NZ_CP017845	5538	No terminal repeats	7	11	0.9939	NA	2	4.253	NA	NA
NZ_CP119179	127419	No terminal repeats	162	11	0.9939	NA	11	75.688	F_traB;F_traK;F_traE;F_traL	NA
NZ_CP075738	222848	No terminal repeats	242	11	0.9939	NA	16	147.5031	F_traE;F_traB;F_traV;virb4;F_traW;F_traU;F_trbC;t4cp1;MOBH;F_traF;F_traH;F_traG	NF000027;NF000052;NF012171;NF012174;NF012174
NZ_CP031989	12769	No terminal repeats	17	11	0.9939	NA	1	7.2883	MOBQ	NA
NZ_CP070001	5164	No terminal repeats	7	11	0.9939	NA	1	3.7523	MOBQ	NA
NZ_AP024741	14770	No terminal repeats	17	11	0.9939	NA	2	11.4557	NA	NF000025
NZ_CP072977	144818	No terminal repeats	154	11	0.9939	NA	5	49.3838	NA	NF000027;NF000272;NF000496;NF000052;NF012171
NC_014107	199562	No terminal repeats	235	11	0.9939	NA	23	144.2939	F_traL;F_traE;F_traK;F_traB;F_traV;virb4;F_traW;F_traU;F_trbC;F_traN;F_traF;F_traH;F_traG;MOBF	NF000402;NF012178
NZ_CP098775	153659	No terminal repeats	129	11	0.9939	NA	1	42.1413	NA	NF000496;NF033134
NZ_CP063837	11970	No terminal repeats	14	11	0.9939	NA	3	7.8883	MOBC	NA
NZ_CP066631	61213	No terminal repeats	67	11	0.9939	NA	2	32.3337	MOBP2	NA
NZ_CP060922	24944	No terminal repeats	29	11	0.9939	NA	0	8.685	NA	NF012147
NZ_CP058135	16582	No terminal repeats	19	11	0.9939	NA	3	8.4112	NA	NF000153;NF012174
NZ_CP119987	312164	No terminal repeats	315	11	0.9939	NA	22	138.7306	MOBP1;I_traE;I_traI;I_traK;I_traL;I_traN;I_traO;I_traP;I_traQ;I_traR;I_traT;traU;I_traV;I_traW;I_traY;I_trbA;I_trbB;MOBP1	NF012171;NF012174;NF000107
NZ_CP072558	216902	No terminal repeats	235	11	0.9939	NA	2	75.9052	NA	NF033134;NF000402
NZ_CP054271	180641	No terminal repeats	195	11	0.9939	NA	25	106.8506	F_traK;F_traE;F_traL;MOBF;F_traG;F_traH;F_traF;F_traN;F_traU;F_traW;virb4;F_traV	NF000402
NZ_CP038855	180464	No terminal repeats	149	11	0.9939	NA	1	35.2046	NA	NF033105
NZ_CP069650	33290	No terminal repeats	42	11	0.9939	NA	9	24.7034	T_virB11;T_virB9;T_virB8;T_virB6;virb4;T_virB2;T_virB1	NA
NZ_CP106750	4207	No terminal repeats	10	11	0.9939	NA	2	7.5107	NA	NA
NZ_CP009936	9282	No terminal repeats	8	11	0.9939	NA	0	3.9045	NA	NA
NZ_CP103467	34630	No terminal repeats	52	11	0.9939	NA	9	27.0379	T_virB1;T_virB3;virb4;T_virB5;T_virB6;T_virB8;T_virB9	NA
NZ_CP075717	162438	No terminal repeats	179	11	0.9939	NA	29	96.4245	MOBF;F_traG;F_traH;F_traF;F_traN;F_traU;F_traW;virb4;F_traV;F_traK;F_traE;F_traL	NA
NZ_CP073286	228949	No terminal repeats	247	11	0.9939	NA	2	80.1295	NA	NF000402;NF033134
NZ_CP010774	42878	No terminal repeats	53	11	0.9939	NA	10	24.9738	T_virB2;T_virB3;virb4;T_virB6;T_virB8;T_virB9;T_virB10;T_virB11;MOBP1	NA
NZ_CP084709	11972	No terminal repeats	14	11	0.9939	NA	3	7.8883	MOBC	NA
NZ_CP008799	58050	No terminal repeats	76	11	0.9939	NA	11	30.9241	T_virB11;T_virB9;T_virB8;T_virB6;virb4;T_virB2;T_virB1;MOBC	NF000225
NZ_CP064177	46161	No terminal repeats	58	11	0.9939	NA	9	20.3086	T_virB1;T_virB2;virb4;T_virB6;T_virB8;T_virB9;T_virB11	NF012147
NZ_CP060888	46161	No terminal repeats	58	11	0.9939	NA	9	20.3086	T_virB1;T_virB2;virb4;T_virB6;T_virB8;T_virB9;T_virB11	NF012147
NZ_CP090131	10060	No terminal repeats	14	11	0.9939	NA	3	7.8883	MOBC	NA
NZ_CP033955	198087	No terminal repeats	221	11	0.9939	NA	2	68.6692	NA	NF033134
NZ_CP109655	26047	No terminal repeats	34	11	0.9939	NA	10	18.0596	T_virB2;T_virB11;MOBP1;T_virB1;T_virB10;T_virB9;T_virB8;T_virB6;T_virB5	NA
NZ_CP022035	136771	No terminal repeats	152	11	0.9939	NA	22	79.1412	MOBF;F_traL;F_traE;F_traK;F_traV;F_traW;F_traU;F_trbC;F_traN;F_traF;F_traH;F_traG	NA
NZ_AP025908	363272	No terminal repeats	408	11	0.9939	NA	16	211.581	F_traE;F_traK;F_traB;F_traV;virb4;F_traW;F_traU;F_trbC;F_traG;F_traH;F_traF;MOBH	NF012147;NF000125
NZ_CP094514	53065	No terminal repeats	65	11	0.9939	NA	9	20.3086	T_virB1;T_virB2;virb4;T_virB6;T_virB8;T_virB9;T_virB11	NF012147
NZ_CP034138	218944	No terminal repeats	238	11	0.9939	NA	1	86.7191	NA	NF000402
NZ_CP083883	6188	No terminal repeats	9	11	0.9939	NA	0	4.7985	NA	NF000052;NF012171
NZ_CP082908	2263	No terminal repeats	2	11	0.9939	NA	1	2.1179	NA	NA
NZ_OW970438	64662	No terminal repeats	67	11	0.9939	NA	0	17.4117	NA	NF000088;NF012178
NZ_CP097546	102061	No terminal repeats	115	11	0.9939	NA	11	54.7259	MOBP1;T_virB11;T_virB10;T_virB9;T_virB8;T_virB6;virb4;T_virB3;T_virB2	NA
NZ_CP114167	3672	No terminal repeats	7	11	0.9939	NA	0	3.6515	NA	NA
NZ_CP063760	219933	No terminal repeats	239	11	0.9939	NA	2	75.9052	NA	NF000402;NF033134
NZ_CP107496	10060	No terminal repeats	12	11	0.9939	NA	2	6.17	MOBC	NA
NZ_CP107481	10060	No terminal repeats	12	11	0.9939	NA	2	6.17	MOBC	NA
NZ_CP107461	10060	No terminal repeats	12	11	0.9939	NA	2	6.17	MOBC	NA
NZ_CP107511	10060	No terminal repeats	12	11	0.9939	NA	2	6.17	MOBC	NA
NZ_CP107450	10060	No terminal repeats	12	11	0.9939	NA	2	6.17	MOBC	NA
NZ_CP107445	10060	No terminal repeats	12	11	0.9939	NA	2	6.17	MOBC	NA
NZ_CP107439	10060	No terminal repeats	12	11	0.9939	NA	2	6.17	MOBC	NA
NZ_CP107435	10060	No terminal repeats	12	11	0.9939	NA	2	6.17	MOBC	NA
NZ_CP107420	10060	No terminal repeats	12	11	0.9939	NA	2	6.17	MOBC	NA
NZ_CP107401	10060	No terminal repeats	12	11	0.9939	NA	2	6.17	MOBC	NA
NZ_CP107381	10060	No terminal repeats	12	11	0.9939	NA	2	6.17	MOBC	NA
NZ_CP107486	10060	No terminal repeats	12	11	0.9939	NA	2	6.17	MOBC	NA
NZ_AP024174	252273	No terminal repeats	269	11	0.9939	NA	26	138.0011	MOBF;F_traG;F_traH;F_traF;F_traN;F_trbC;F_traU;F_traW;virb4;F_traV;F_traK;F_traE;F_traL	NF000402;NF012178
NZ_CP016690	6164	No terminal repeats	6	11	0.9939	NA	1	2.83	NA	NA
NC_005005	17261	No terminal repeats	16	11	0.9939	NA	1	7.221	NA	NA
NZ_CP093374	320713	No terminal repeats	337	11	0.9939	NA	22	149.6559	MOBP1;I_traE;I_traI;I_traK;I_traL;I_traN;I_traO;I_traP;I_traQ;I_traR;I_traT;traU;I_traV;I_traW;I_traY;I_trbA;I_trbB;MOBP1	NF012171;NF012174;NF000496;NF000107
NZ_CP026763	150497	No terminal repeats	174	11	0.9939	NA	5	71.4201	MOBF	NA
NZ_CP010381	4921	No terminal repeats	6	11	0.9939	NA	4	6.0912	MOBP1	NA
NZ_CP103715	94783	No terminal repeats	95	11	0.9939	NA	2	33.1723	NA	NF000402;NF000270;NF000225
NZ_AP025888	363269	No terminal repeats	409	11	0.9939	NA	16	211.581	F_traE;F_traK;F_traB;F_traV;virb4;F_traW;F_traU;F_trbC;F_traG;F_traH;F_traF;MOBH	NF012147;NF000125
NC_009796	16457	No terminal repeats	24	11	0.9939	NA	1	16.888	NA	NA
NZ_CP021953	69541	No terminal repeats	86	11	0.9939	NA	1	20.9766	MOBC	NF000052;NF012171;NF000270;NF000225;NF000225
NZ_CP100495	47652	No terminal repeats	64	11	0.9939	NA	10	26.6554	T_virB1;T_virB2;virb4;T_virB6;T_virB6;T_virB8;T_virB9;T_virB11	NA
NZ_CP043429	7145	No terminal repeats	7	11	0.9939	NA	1	6.69	NA	NA
NZ_CP103287	4189	No terminal repeats	8	11	0.9939	NA	1	6.4809	NA	NA
NC_014305	169778	No terminal repeats	167	11	0.9939	NA	19	81.4886	F_traE;F_traK;F_traB;F_traV;virb4;F_traW;F_traU;F_traN;F_traN;F_traF;F_traH;F_traG;MOBF	NA
NZ_CP056202	133271	No terminal repeats	141	11	0.9939	NA	20	68.718	F_traL;F_traE;F_traK;F_traB;F_traV;virb4;F_traW;F_traU;F_traN;F_traF;F_traH;F_traG;MOBF	NA
NZ_CP062857	44395	No terminal repeats	62	11	0.9939	NA	9	25.895	T_virB11;T_virB9;T_virB8;T_virB6;virb4;T_virB2	NA
NZ_CP076530	51480	No terminal repeats	66	11	0.9939	NA	9	25.4001	T_virB11;T_virB9;T_virB8;T_virB6;virb4;T_virB2;T_virB1	NF040806
NZ_OU342708	110924	No terminal repeats	131	11	0.9939	NA	2	40.0321	MOBC	NF012174;NF012171;NF000052;NF000270;NF000270;NF000225
NZ_CP072498	55508	No terminal repeats	66	11	0.9939	NA	0	24.4129	NA	NF012171;NF012174;NF012171;NF000052
NZ_CP019627	6389	No terminal repeats	9	11	0.9939	NA	1	3.9758	NA	NA
NZ_CP054747	87095	No terminal repeats	103	11	0.9939	NA	18	56.9439	MOBP1;I_traI;I_traK;I_traL;I_traN;I_traO;I_traP;I_traQ;I_traR;traU;I_traW;I_traY;I_trbA;I_trbB	NF012174
