Genome ID	P-P type	MinGenes cutoff	MinGenes hits	Signature to all genes ratio	P-P score sum	P-P type score sum	Composition	Composition size	Tolerance to gaps	Composition hits	Genome size (bp)	Number of proteins
NZ_CP061531	pKpn	38	22	0.186	21.6	9.1	NA	NA	NA	NA	108197	118
NZ_CP099875	pKpn	38	21	0.179	20.7	8.7	NA	NA	NA	NA	109380	117
NZ_CP099878	pKpn	38	22	0.164	21.6	9.1	NA	NA	NA	NA	123684	134
NZ_CP099888	pKpn	38	22	0.188	21.6	9.1	NA	NA	NA	NA	109283	117
NZ_CP053233	pKpn	38	20	0.165	19.7	8.4	NA	NA	NA	NA	112229	121
NZ_CP104844	pKpn	38	20	0.171	19.7	8.3	NA	NA	NA	NA	112215	117
NZ_CP119579	pKpn	38	22	0.185	21.6	9.1	NA	NA	NA	NA	110648	119
NZ_CP033097	pKpn	38	26	0.224	25.6	11.8	NA	NA	NA	NA	113610	116
NZ_CP099896	pKpn	38	22	0.175	21.6	9.1	NA	NA	NA	NA	124502	126
NZ_CP057658	pKpn	38	22	0.183	21.6	9.2	NA	NA	NA	NA	110777	120
NZ_CP070074	pKpn	38	21	0.172	20.7	8.7	NA	NA	NA	NA	115209	122
NZ_CP080149	pKpn	38	21	0.174	20.7	8.7	NA	NA	NA	NA	110377	121
NZ_CP116198	pKpn	38	21	0.174	20.7	8.7	NA	NA	NA	NA	113249	121
NZ_CP073940	pKpn	38	27	0.239	26.5	12	NA	NA	NA	NA	112732	113
NZ_AP023193	pKpn	38	20	0.165	19.7	8.3	NA	NA	NA	NA	112963	121
NZ_AP023200	pKpn	38	20	0.167	19.7	8.3	NA	NA	NA	NA	112965	120
NZ_CP045191	pKpn	38	24	0.209	23.6	10.4	NA	NA	NA	NA	113072	115
NZ_CP074122	pKpn	38	21	0.184	20.7	8.7	NA	NA	NA	NA	111789	114
NZ_CP099893	pKpn	38	22	0.163	21.6	9.1	NA	NA	NA	NA	126289	135
NZ_CP104015	pKpn	38	5	0.04	4.9	2.1	pKpn_Composition_4	79	2	78	109870	125
NZ_CP017663	pKpn	38	10	0.078	9.9	4	pKpn_Composition_4	79	2	78	109007	129
NZ_CP083480	pKpn	38	27	0.248	26.6	13.7	NA	NA	NA	NA	111656	109
NZ_CP024264	pKpn	38	8	0.093	7.8	3.8	NA	NA	NA	NA	72060	86
NZ_CP085184	pKpn	38	18	0.154	17.7	7.6	NA	NA	NA	NA	111696	117
NZ_CP034165	pKpn	38	5	0.071	4.9	2.4	NA	NA	NA	NA	63807	70
NZ_CP116917	pKpn	38	15	0.146	14.8	6.6	NA	NA	NA	NA	113238	103
NZ_CP012492	pKpn	38	1	0.029	1	0.7	NA	NA	NA	NA	34714	35
NZ_CP027147	pKpn	38	5	0.714	4.9	3.2	NA	NA	NA	NA	4223	7
NZ_CP009490	pMT1	50	88	0.957	86.5	76.1	pMT1_Composition_16	92	6	90	96196	92
NZ_CP009722	pMT1	50	90	0.938	87.4	77	pMT1_Composition_16	92	6	92	96210	96
NZ_CP009784	pMT1	50	90	0.928	87.4	77	pMT1_Composition_16	92	6	92	96921	97
NZ_CP009989	pMT1	50	88	0.88	85.4	75.7	pMT1_Composition_16	92	6	89	99286	100
NZ_CP016275	pMT1	50	90	0.938	87.4	77	pMT1_Composition_16	92	6	92	96210	96
NZ_CP033693	pMT1	50	72	0.783	69.4	60.9	pMT1_Composition_8	74	6	73	113378	92
NZ_CP033700	pMT1	50	85	0.766	82.4	73.1	pMT1_Composition_16	92	6	87	132950	111
NZ_CP033694	pMT1	50	88	0.83	85.4	75	pMT1_Composition_16	92	6	90	106990	106
NZ_CP045146	pMT1	50	90	0.882	87.4	77	pMT1_Composition_16	92	6	91	100979	102
NZ_CP045150	pMT1	50	90	0.865	87.4	77	pMT1_Composition_16	92	6	91	100984	104
NZ_CP045155	pMT1	50	88	0.88	85.4	75.7	pMT1_Composition_16	92	6	89	99286	100
NZ_CP045164	pMT1	50	89	0.881	86.4	76.7	pMT1_Composition_16	92	6	90	100989	101
NZ_CP045259	pMT1	50	91	0.883	88.4	78	pMT1_Composition_16	92	6	92	100984	103
NZ_CP045637	pMT1	50	88	0.871	85.4	76.8	pMT1_Composition_16	92	6	90	100916	101
NZ_CP084337	pMT1	50	90	0.698	87.4	77	pMT1_Composition_16	92	6	92	130936	129
NZ_CP084340	pMT1	50	86	0.86	83.4	73.6	pMT1_Composition_16	92	6	89	100977	100
NC_004838	pMT1	50	90	0.882	87.4	77.7	pMT1_Composition_16	92	6	91	100990	102
NC_003134	pMT1	50	89	0.927	86.4	76	pMT1_Composition_16	92	6	92	96210	96
NZ_CP009971	pMT1	50	90	0.938	87.4	77	pMT1_Composition_16	92	6	92	96210	96
NC_005815	pMT1	50	88	0.815	85.4	75	pMT1_Composition_16	92	6	90	106642	108
NC_010158	pMT1	50	83	0.776	80.4	71.1	pMT1_Composition_22	84	6	84	114570	107
NZ_CP009934	pMT1	50	83	0.933	80.4	71.1	pMT1_Composition_22	84	6	84	95352	89
NC_008120	pMT1	50	84	0.923	81.4	72.1	pMT1_Composition_16	92	6	86	96471	91
NZ_CP009904	pMT1	50	86	0.945	83.4	73.6	pMT1_Composition_16	92	6	87	96473	91
NC_008118	pMT1	50	88	0.863	85.4	76.2	pMT1_Composition_16	92	6	91	100918	102
NC_017266	pMT1	50	89	0.89	86.4	76.7	pMT1_Composition_16	92	6	89	99286	100
NC_017155	pMT1	50	89	0.957	86.4	76.5	pMT1_Composition_16	92	6	91	94249	93
NC_014022	pMT1	50	91	0.968	88.4	78	pMT1_Composition_16	92	6	92	94251	94
NZ_CP096667	pMT1	50	90	0.857	87.4	77	pMT1_Composition_16	92	6	92	120847	105
NZ_CP010021	pMT1	50	88	0.838	85.4	75	pMT1_Composition_16	92	6	90	106992	105
NC_017169	pMT1	50	90	0.938	87.4	77	pMT1_Composition_16	92	6	92	96210	96
NZ_CP009841	pMT1	50	89	0.947	86.4	76	pMT1_Composition_16	92	6	92	95328	94
NZ_CP045159	pMT1	50	90	0.874	87.4	77.7	pMT1_Composition_16	92	6	91	101698	103
NZ_CP006790	pMT1	50	89	0.89	87.3	77.6	pMT1_Composition_16	92	6	90	100984	100
NC_009378	pMT1	50	88	0.652	85.4	75.6	pMT1_Composition_16	92	6	90	137010	135
NZ_CP009714	pMT1	50	86	0.647	85.2	75.4	pMT1_Composition_16	92	6	88	136983	133
NZ_CP010248	pMT1	50	88	0.657	85.4	75.6	pMT1_Composition_16	92	6	90	136889	134
NZ_CP006779	pMT1	50	89	0.664	86.4	76.6	pMT1_Composition_16	92	6	90	137017	134
NZ_CP006760	pMT1	50	88	0.657	85.4	75.6	pMT1_Composition_16	92	6	90	137017	134
NZ_CP006756	pMT1	50	87	0.659	84.4	74.6	pMT1_Composition_16	92	6	89	137012	132
NZ_CP006752	pMT1	50	88	0.652	85.4	75.6	pMT1_Composition_16	92	6	89	137727	135
NZ_CP006749	pMT1	50	88	0.662	85.4	75.6	pMT1_Composition_16	92	6	90	140938	133
NZ_CP006746	pMT1	50	89	0.664	86.4	76.6	pMT1_Composition_16	92	6	90	137017	134
NZ_CP009702	pMT1	50	86	0.887	83.4	73.7	pMT1_Composition_16	92	6	87	99285	97
NZ_CP009843	pMT1	50	47	0.922	46.2	43.2	pMT1_Composition_5	47	6	47	53435	51
NZ_CP084346	pMT1	50	76	0.927	74.3	66.2	pMT1_Composition_5	47	6	46	77493	82
NZ_CP033692	pMT1	50	77	0.856	74.6	65.5	pMT1_Composition_9	77	6	77	101615	90
NZ_CP096906	pMT1	50	17	0.134	17	8.4	NA	NA	NA	NA	110958	127
NZ_CP011655	pMT1	50	17	0.13	17	7.8	NA	NA	NA	NA	109688	131
NZ_CP048417	pMT1	50	17	0.13	17	8	NA	NA	NA	NA	110347	131
NZ_CP056516	pMT1	50	17	0.078	17	7.5	NA	NA	NA	NA	216816	219
NZ_CP070546	pMT1	50	12	0.095	12	5.1	NA	NA	NA	NA	109710	126
NZ_CP056836	pMT1	50	15	0.111	15	6.6	NA	NA	NA	NA	119392	135
NZ_CP056422	pMT1	50	16	0.123	16	7.5	NA	NA	NA	NA	112583	130
NZ_CP056401	pMT1	50	16	0.118	16	7.5	NA	NA	NA	NA	119726	136
NZ_CP114804	pMT1	50	18	0.142	18	8.3	NA	NA	NA	NA	106254	127
NZ_CP021897	pMT1	50	15	0.115	15	6.5	NA	NA	NA	NA	112496	131
NZ_CP027605	pMT1	50	15	0.115	15	6.5	NA	NA	NA	NA	118226	130
NZ_CP091490	pMT1	50	16	0.131	16	7.2	NA	NA	NA	NA	107172	122
NZ_CP030078	pMT1	50	17	0.134	17	7.8	NA	NA	NA	NA	108358	127
NZ_CP019891	pMT1	50	15	0.118	15	6.5	NA	NA	NA	NA	112190	127
NZ_CP042573	pMT1	50	17	0.13	17	8.4	NA	NA	NA	NA	114054	131
NZ_CP044336	pMT1	50	10	0.075	10	4.5	NA	NA	NA	NA	126563	134
NZ_CP053193	pMT1	50	14	0.114	14	5.8	NA	NA	NA	NA	108277	123
NZ_CP058165	pMT1	50	15	0.068	15	6.5	NA	NA	NA	NA	206287	220
NZ_CP047967	pMT1	50	15	0.123	15	6.5	NA	NA	NA	NA	110177	122
NZ_CP077310	pMT1	50	17	0.131	17	8.4	NA	NA	NA	NA	111400	130
NZ_CP090147	pMT1	50	15	0.108	15	6.5	NA	NA	NA	NA	120041	139
NZ_CP090193	pMT1	50	15	0.113	15	6.5	NA	NA	NA	NA	114684	133
NZ_CP090793	pMT1	50	18	0.118	18	8.8	NA	NA	NA	NA	138733	152
NZ_AP025766	pMT1	50	15	0.109	15	6.5	NA	NA	NA	NA	119426	138
NZ_AP025769	pMT1	50	15	0.109	15	6.5	NA	NA	NA	NA	119425	137
NZ_AP025771	pMT1	50	15	0.118	15	6.5	NA	NA	NA	NA	112488	127
NZ_AP025776	pMT1	50	15	0.107	15	6.5	NA	NA	NA	NA	120254	140
NZ_AP025779	pMT1	50	15	0.117	15	6.5	NA	NA	NA	NA	112494	128
NZ_AP025794	pMT1	50	15	0.115	15	6.5	NA	NA	NA	NA	112496	131
NZ_AP025806	pMT1	50	15	0.112	15	6.5	NA	NA	NA	NA	115150	134
NZ_AP025814	pMT1	50	15	0.108	15	6.5	NA	NA	NA	NA	119411	139
NZ_AP025823	pMT1	50	15	0.115	15	6.5	NA	NA	NA	NA	115143	130
NZ_AP025825	pMT1	50	15	0.118	15	6.5	NA	NA	NA	NA	112484	127
NZ_AP025829	pMT1	50	15	0.115	15	6.5	NA	NA	NA	NA	112496	131
NZ_AP025832	pMT1	50	15	0.114	15	6.5	NA	NA	NA	NA	113823	132
NZ_AP025835	pMT1	50	15	0.115	15	6.5	NA	NA	NA	NA	112496	131
NZ_AP025841	pMT1	50	15	0.114	15	6.5	NA	NA	NA	NA	113823	132
NZ_AP025838	pMT1	50	15	0.114	15	6.5	NA	NA	NA	NA	113823	132
NZ_CP110356	pMT1	50	16	0.121	16	6.8	NA	NA	NA	NA	123907	132
NZ_CP115674	pMT1	50	17	0.131	17	8.4	NA	NA	NA	NA	111387	130
NZ_CP118569	pMT1	50	15	0.12	15	6.5	NA	NA	NA	NA	106270	125
NZ_CP099319	pMT1	50	17	0.132	17	8.4	NA	NA	NA	NA	111406	129
NZ_CP104402	pMT1	50	18	0.142	18	8.8	NA	NA	NA	NA	110892	127
NZ_CP104404	pMT1	50	18	0.142	18	8.8	NA	NA	NA	NA	110885	127
NZ_CP104406	pMT1	50	18	0.142	18	8.8	NA	NA	NA	NA	110892	127
NZ_CP010386	pMT1	50	15	0.112	15	6.5	NA	NA	NA	NA	121660	134
NZ_CP029247	pMT1	50	16	0.127	16	7.4	NA	NA	NA	NA	108404	126
NZ_CP024909	pMT1	50	16	0.127	16	7.4	NA	NA	NA	NA	108404	126
NZ_CP066555	pMT1	50	16	0.11	16	7.4	NA	NA	NA	NA	134345	146
NZ_CP095277	pMT1	50	16	0.124	16	7.5	NA	NA	NA	NA	107477	129
NZ_CP034755	pMT1	50	15	0.093	15	6.5	NA	NA	NA	NA	160216	161
NZ_AP019819	pMT1	50	15	0.112	15	6.5	NA	NA	NA	NA	115150	134
NZ_AP022453	pMT1	50	16	0.125	16	6.9	NA	NA	NA	NA	109813	128
NZ_CP095172	pMT1	50	15	0.115	15	6.9	NA	NA	NA	NA	111251	130
NZ_CP072972	pMT1	50	17	0.127	17	8.4	NA	NA	NA	NA	116629	134
NZ_CP091322	pMT1	50	15	0.116	15	6.5	NA	NA	NA	NA	113857	129
NZ_CP040567	pMT1	50	17	0.137	17	7.5	NA	NA	NA	NA	105670	124
NZ_CP014995	pMT1	50	11	0.09	11	4.4	NA	NA	NA	NA	109917	122
NZ_CP033346	pMT1	50	11	0.09	11	4.4	NA	NA	NA	NA	109917	122
NZ_CP017724	pMT1	50	18	0.141	18	8.4	NA	NA	NA	NA	106449	128
NZ_CP103753	pMT1	50	10	0.084	10	4	NA	NA	NA	NA	107862	119
NZ_CP031722	pMT1	50	15	0.115	15	6.1	NA	NA	NA	NA	114700	130
NZ_CP046272	pMT1	50	15	0.115	15	6.1	NA	NA	NA	NA	114701	130
NZ_CP061745	pMT1	50	15	0.128	15	6.1	NA	NA	NA	NA	106755	117
NZ_CP064114	pMT1	50	15	0.111	15	6.1	NA	NA	NA	NA	119573	135
NZ_CP053644	pMT1	50	15	0.115	15	6.1	NA	NA	NA	NA	114699	130
NZ_CP053692	pMT1	50	15	0.115	15	6.1	NA	NA	NA	NA	115924	131
NZ_CP064658	pMT1	50	15	0.128	15	6.1	NA	NA	NA	NA	106771	117
NC_003385	pMT1	50	15	0.119	15	6.2	NA	NA	NA	NA	106516	126
NZ_CP029929	pMT1	50	15	0.119	15	6.2	NA	NA	NA	NA	106706	126
NZ_CP029951	pMT1	50	15	0.119	15	6.2	NA	NA	NA	NA	106706	126
NZ_CP029865	pMT1	50	15	0.12	15	6.2	NA	NA	NA	NA	106706	125
NZ_CP029867	pMT1	50	15	0.12	15	6.2	NA	NA	NA	NA	106706	125
NZ_CP029898	pMT1	50	15	0.12	15	6.2	NA	NA	NA	NA	106705	125
NZ_CP029889	pMT1	50	15	0.119	15	6.2	NA	NA	NA	NA	106706	126
NZ_CP029891	pMT1	50	15	0.119	15	6.2	NA	NA	NA	NA	106706	126
NZ_CP029893	pMT1	50	15	0.118	15	6.2	NA	NA	NA	NA	106706	127
NZ_CP029901	pMT1	50	15	0.12	15	6.2	NA	NA	NA	NA	106706	125
NZ_CP029876	pMT1	50	15	0.12	15	6.2	NA	NA	NA	NA	106706	125
NZ_CP029916	pMT1	50	15	0.118	15	6.2	NA	NA	NA	NA	106706	127
NZ_CP029921	pMT1	50	15	0.12	15	6.2	NA	NA	NA	NA	106706	125
NZ_CP029884	pMT1	50	15	0.12	15	6.2	NA	NA	NA	NA	106706	125
NZ_CP029905	pMT1	50	15	0.119	15	6.2	NA	NA	NA	NA	106706	126
NZ_CP029961	pMT1	50	15	0.118	15	6.2	NA	NA	NA	NA	106705	127
NZ_CP029849	pMT1	50	15	0.12	15	6.2	NA	NA	NA	NA	106706	125
NZ_CP029857	pMT1	50	15	0.12	15	6.2	NA	NA	NA	NA	106706	125
NZ_CP029859	pMT1	50	15	0.119	15	6.2	NA	NA	NA	NA	106706	126
NZ_CP029647	pMT1	50	15	0.119	15	6.2	NA	NA	NA	NA	106706	126
NZ_CP029847	pMT1	50	15	0.12	15	6.2	NA	NA	NA	NA	106705	125
NZ_CP029851	pMT1	50	15	0.119	15	6.2	NA	NA	NA	NA	106705	126
NZ_CP051133	pMT1	50	14	0.11	14	6.1	NA	NA	NA	NA	108999	127
NZ_CP084345	pMT1	50	3	0.043	1	1	NA	NA	NA	NA	71623	70
NC_009377	pMT1	50	3	0.044	1	1	NA	NA	NA	NA	71507	68
NZ_CP009713	pMT1	50	3	0.044	1	1	NA	NA	NA	NA	71507	68
NZ_CP010246	pMT1	50	3	0.045	1	1	NA	NA	NA	NA	71525	67
NZ_CP006750	pMT1	50	3	0.044	1	1	NA	NA	NA	NA	71523	68
NZ_CP006747	pMT1	50	3	0.045	1	1	NA	NA	NA	NA	71523	67
NZ_CP033710	pMT1	50	1	0.014	0.8	0.8	NA	NA	NA	NA	69815	71
NZ_LT596222	pMT1	50	1	0.014	0.8	0.8	NA	NA	NA	NA	69815	69
NZ_CP009779	pMT1	50	1	0.014	0.8	0.8	NA	NA	NA	NA	69812	69
NZ_CP117610	pMT1	50	2	0.016	0.2	0.2	NA	NA	NA	NA	114713	126
NZ_CP117611	pMT1	50	2	0.022	0.2	0.2	NA	NA	NA	NA	107716	92
NZ_CP117612	pMT1	50	2	0.02	0.2	0.2	NA	NA	NA	NA	100208	100
NZ_CP009860	pMT1	50	2	0.017	0.2	0.2	NA	NA	NA	NA	121385	120
NZ_CP008715	pMT1	50	2	0.017	0.2	0.2	NA	NA	NA	NA	120653	118
NZ_CP017632	pMT1	50	2	0.005	0.2	0.2	NA	NA	NA	NA	369298	368
NZ_CP023356	pMT1	50	2	0.02	0.2	0.2	NA	NA	NA	NA	94881	102
NZ_CP029243	pMT1	50	2	0.015	0.2	0.2	NA	NA	NA	NA	146268	137
NZ_CP042895	pMT1	50	2	0.008	0.2	0.2	NA	NA	NA	NA	258004	257
NZ_CP040922	pMT1	50	2	0.016	0.2	0.2	NA	NA	NA	NA	143714	124
NZ_CP051653	pMT1	50	2	0.025	0.2	0.2	NA	NA	NA	NA	99009	79
NZ_CP051655	pMT1	50	2	0.045	0.2	0.2	NA	NA	NA	NA	70650	44
NZ_CP051654	pMT1	50	2	0.056	0.2	0.2	NA	NA	NA	NA	45063	36
NZ_CP051656	pMT1	50	2	0.015	0.2	0.2	NA	NA	NA	NA	175089	136
NZ_CP043415	pMT1	50	2	0.018	0.2	0.2	NA	NA	NA	NA	138121	113
NZ_CP041436	pMT1	50	2	0.021	0.2	0.2	NA	NA	NA	NA	88727	96
NZ_CP048338	pMT1	50	2	0.014	0.2	0.2	NA	NA	NA	NA	155486	145
NZ_CP049937	pMT1	50	2	0.018	0.2	0.2	NA	NA	NA	NA	127295	114
NZ_CP051220	pMT1	50	2	0.018	0.2	0.2	NA	NA	NA	NA	107230	111
NZ_CP053235	pMT1	50	2	0.013	0.2	0.2	NA	NA	NA	NA	159399	149
NZ_CP053298	pMT1	50	2	0.017	0.2	0.2	NA	NA	NA	NA	119964	116
NZ_AP022162	pMT1	50	2	0.014	0.2	0.2	NA	NA	NA	NA	147186	148
NZ_CP065971	pMT1	50	2	0.019	0.2	0.2	NA	NA	NA	NA	128137	107
NZ_CP070072	pMT1	50	2	0.018	0.2	0.2	NA	NA	NA	NA	136908	114
NZ_CP070074	pMT1	50	3	0.025	1.2	0.4	NA	NA	NA	NA	115209	122
NZ_CP070070	pMT1	50	2	0.017	0.2	0.2	NA	NA	NA	NA	112030	115
NZ_CP083493	pMT1	50	2	0.022	0.2	0.2	NA	NA	NA	NA	96208	91
NZ_CP043829	pMT1	50	2	0.019	0.2	0.2	NA	NA	NA	NA	146074	104
NZ_CP091654	pMT1	50	2	0.02	0.2	0.2	NA	NA	NA	NA	128535	98
NZ_CP091653	pMT1	50	2	0.018	0.2	0.2	NA	NA	NA	NA	113312	110
NZ_CP091692	pMT1	50	2	0.014	0.2	0.2	NA	NA	NA	NA	154958	140
NZ_CP093069	pMT1	50	2	0.019	0.2	0.2	NA	NA	NA	NA	100606	107
NZ_CP030153	pMT1	50	1	0.007	0.1	0.1	NA	NA	NA	NA	152677	146
NZ_CP103658	pMT1	50	2	0.015	0.2	0.2	NA	NA	NA	NA	131479	131
NZ_CP109875	pMT1	50	2	0.015	0.2	0.2	NA	NA	NA	NA	133748	135
NZ_CP116045	pMT1	50	2	0.02	0.2	0.2	NA	NA	NA	NA	88676	98
NZ_CP074360	pMT1	50	2	0.014	0.2	0.2	NA	NA	NA	NA	154679	140
NZ_LR130556	pMT1	50	2	0.014	0.2	0.2	NA	NA	NA	NA	136397	140
NZ_LR890199	pMT1	50	2	0.016	0.2	0.2	NA	NA	NA	NA	125802	123
NZ_LR890335	pMT1	50	2	0.014	0.2	0.2	NA	NA	NA	NA	139312	139
NZ_LR890537	pMT1	50	2	0.014	0.2	0.2	NA	NA	NA	NA	158162	145
NZ_CP103594	pMT1	50	2	0.02	0.2	0.2	NA	NA	NA	NA	94615	101
NZ_CP043218	pMT1	50	2	0.021	0.2	0.2	NA	NA	NA	NA	102028	95
NZ_CP110516	pMT1	50	2	0.009	0.2	0.2	NA	NA	NA	NA	223870	230
NZ_CP110525	pMT1	50	2	0.008	0.2	0.2	NA	NA	NA	NA	254400	255
NZ_CP058672	pMT1	50	2	0.01	0.2	0.2	NA	NA	NA	NA	242694	192
NZ_CP022064	pMT1	50	2	0.018	0.2	0.2	NA	NA	NA	NA	109170	113
NZ_CP044960	pMT1	50	2	0.021	0.2	0.2	NA	NA	NA	NA	91139	97
NZ_CP055016	pMT1	50	2	0.011	0.2	0.2	NA	NA	NA	NA	183928	177
NZ_CP009489	pMT1	50	2	0.222	0.2	0.2	NA	NA	NA	NA	9610	9
NZ_CP009783	pMT1	50	2	0.029	0.2	0.2	NA	NA	NA	NA	70305	69
NZ_CP009842	pMT1	50	2	0.029	0.2	0.2	NA	NA	NA	NA	70305	69
NZ_CP009988	pMT1	50	2	0.222	0.2	0.2	NA	NA	NA	NA	9610	9
NZ_CP016274	pMT1	50	2	0.029	0.2	0.2	NA	NA	NA	NA	70304	68
NZ_CP016276	pMT1	50	2	0.222	0.2	0.2	NA	NA	NA	NA	9612	9
NZ_CP033691	pMT1	50	2	0.222	0.2	0.2	NA	NA	NA	NA	9611	9
NZ_CP033697	pMT1	50	2	0.029	0.2	0.2	NA	NA	NA	NA	70300	70
NZ_CP033698	pMT1	50	2	0.111	0.2	0.2	NA	NA	NA	NA	19216	18
NZ_CP033695	pMT1	50	2	0.029	0.2	0.2	NA	NA	NA	NA	70174	69
NZ_CP045147	pMT1	50	2	0.029	0.2	0.2	NA	NA	NA	NA	70303	69
NZ_CP045148	pMT1	50	2	0.222	0.2	0.2	NA	NA	NA	NA	9610	9
NZ_CP045153	pMT1	50	2	0.222	0.2	0.2	NA	NA	NA	NA	9610	9
NZ_CP045157	pMT1	50	2	0.222	0.2	0.2	NA	NA	NA	NA	9611	9
NZ_CP045165	pMT1	50	2	0.222	0.2	0.2	NA	NA	NA	NA	9610	9
NZ_CP045262	pMT1	50	2	0.222	0.2	0.2	NA	NA	NA	NA	9610	9
NZ_CP045638	pMT1	50	2	0.25	0.2	0.2	NA	NA	NA	NA	9607	8
NZ_CP084342	pMT1	50	2	0.154	0.2	0.2	NA	NA	NA	NA	18011	13
NZ_CP084344	pMT1	50	2	0.167	0.2	0.2	NA	NA	NA	NA	19159	12
NC_003131	pMT1	50	2	0.029	0.2	0.2	NA	NA	NA	NA	70305	69
NC_003132	pMT1	50	2	0.222	0.2	0.2	NA	NA	NA	NA	9612	9
NZ_CP009972	pMT1	50	2	0.029	0.2	0.2	NA	NA	NA	NA	70305	69
NC_005813	pMT1	50	2	0.028	0.2	0.2	NA	NA	NA	NA	70159	71
NC_005816	pMT1	50	2	0.222	0.2	0.2	NA	NA	NA	NA	9609	9
NC_008122	pMT1	50	2	0.029	0.2	0.2	NA	NA	NA	NA	70299	70
NC_008121	pMT1	50	2	0.2	0.2	0.2	NA	NA	NA	NA	10777	10
NZ_CP009903	pMT1	50	2	0.222	0.2	0.2	NA	NA	NA	NA	9609	9
NC_008119	pMT1	50	2	0.2	0.2	0.2	NA	NA	NA	NA	10778	10
NC_017156	pMT1	50	2	0.25	0.2	0.2	NA	NA	NA	NA	9611	8
NC_014027	pMT1	50	2	0.222	0.2	0.2	NA	NA	NA	NA	9609	9
NZ_CP096669	pMT1	50	2	0.03	0.2	0.2	NA	NA	NA	NA	70300	67
NZ_CP096668	pMT1	50	2	0.08	0.2	0.2	NA	NA	NA	NA	47984	25
NZ_CP010020	pMT1	50	1	0.125	0.1	0.1	NA	NA	NA	NA	9606	8
NC_017170	pMT1	50	2	0.25	0.2	0.2	NA	NA	NA	NA	8431	8
NZ_CP009839	pMT1	50	2	0.222	0.2	0.2	NA	NA	NA	NA	9612	9
NZ_CP045160	pMT1	50	2	0.029	0.2	0.2	NA	NA	NA	NA	70503	68
NZ_CP045161	pMT1	50	2	0.222	0.2	0.2	NA	NA	NA	NA	9611	9
NZ_CP006791	pMT1	50	1	0.015	0.1	0.1	NA	NA	NA	NA	70508	68
NZ_CP006793	pMT1	50	2	0.222	0.2	0.2	NA	NA	NA	NA	9609	9
NZ_CP006761	pMT1	50	1	0.015	0.1	0.1	NA	NA	NA	NA	71523	67
NZ_CP027411	pMT1	50	2	0.009	0.2	0.2	NA	NA	NA	NA	232341	222
NZ_CP051311	pMT1	50	2	0.009	0.2	0.2	NA	NA	NA	NA	239428	229
NZ_CP051359	pMT1	50	2	0.009	0.2	0.2	NA	NA	NA	NA	234536	225
NZ_CP051382	pMT1	50	2	0.009	0.2	0.2	NA	NA	NA	NA	235025	223
NZ_CP051412	pMT1	50	2	0.009	0.2	0.2	NA	NA	NA	NA	232583	222
NZ_CP006757	pMT1	50	2	0.03	0.2	0.2	NA	NA	NA	NA	71507	66
NZ_CP065153	pMT1	50	2	0.011	0.2	0.2	NA	NA	NA	NA	237102	183
NZ_CP039490	pMT1	50	2	0.015	0.2	0.2	NA	NA	NA	NA	131067	130
NZ_CP045756	pMT1	50	2	0.02	0.2	0.2	NA	NA	NA	NA	99458	100
NZ_CP047742	pMT1	50	2	0.017	0.2	0.2	NA	NA	NA	NA	114230	115
NZ_CP010882	pMT1	50	2	0.017	0.2	0.2	NA	NA	NA	NA	122966	120
NZ_CP012634	pMT1	50	2	0.018	0.2	0.2	NA	NA	NA	NA	114221	112
NZ_CP014496	pMT1	50	2	0.018	0.2	0.2	NA	NA	NA	NA	114223	110
NZ_CP014498	pMT1	50	2	0.01	0.2	0.2	NA	NA	NA	NA	209768	192
NZ_CP014523	pMT1	50	2	0.018	0.2	0.2	NA	NA	NA	NA	114223	110
NZ_CP015140	pMT1	50	1	0.008	0.1	0.1	NA	NA	NA	NA	129154	123
NZ_CP015070	pMT1	50	2	0.018	0.2	0.2	NA	NA	NA	NA	111851	112
NZ_CP015160	pMT1	50	2	0.009	0.2	0.2	NA	NA	NA	NA	212180	226
NZ_CP014668	pMT1	50	1	0.01	0.1	0.1	NA	NA	NA	NA	101201	103
NZ_CP018952	pMT1	50	2	0.015	0.2	0.2	NA	NA	NA	NA	132345	131
NZ_CP018998	pMT1	50	2	0.019	0.2	0.2	NA	NA	NA	NA	99006	107
NZ_CP019009	pMT1	50	2	0.015	0.2	0.2	NA	NA	NA	NA	130905	135
NZ_CP021180	pMT1	50	2	0.015	0.2	0.2	NA	NA	NA	NA	135720	131
NZ_CP021690	pMT1	50	2	0.013	0.2	0.2	NA	NA	NA	NA	163045	157
NZ_CP014110	pMT1	50	2	0.018	0.2	0.2	NA	NA	NA	NA	115764	112
NZ_CP026494	pMT1	50	2	0.012	0.2	0.2	NA	NA	NA	NA	201203	164
NZ_CP027537	pMT1	50	2	0.019	0.2	0.2	NA	NA	NA	NA	100279	105
NZ_CP029580	pMT1	50	2	0.011	0.2	0.2	NA	NA	NA	NA	178078	176
NZ_CP029577	pMT1	50	2	0.014	0.2	0.2	NA	NA	NA	NA	139191	140
NZ_CP028484	pMT1	50	2	0.017	0.2	0.2	NA	NA	NA	NA	128911	121
NZ_CP030770	pMT1	50	2	0.013	0.2	0.2	NA	NA	NA	NA	149680	151
NZ_CP030112	pMT1	50	2	0.026	0.2	0.2	NA	NA	NA	NA	88421	78
NZ_CP032202	pMT1	50	2	0.014	0.2	0.2	NA	NA	NA	NA	140509	139
